Portfolio,Market Condition,Market State,Rebal Type,Rebal Value,TLH Status,Strategy Label,Final NAV,Total Return,CAGR,Volatility (Ann),Sharpe Ratio,Max Drawdown,Return Skewness,Return Kurtosis,Tracking Error (Ann),Information Ratio,Tax Paid,Realized Losses (All),TLH Losses,Rebal Losses,TLH Event Count,Execution Costs,Tax Alpha 2,Loss Carryforward ST,Loss Carryforward LT,Liquidation NAV,Unrealized Gain ST,Unrealized Gain LT,Liquidation Tax,Liquidation Exec Cost
100/0 (TA ETF),Bear Market,Bear (2007–2008),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,632540.880000,-0.367459,-0.205038,0.318315,-0.644100,-0.540920,0.232200,7.631500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,632831.830000,0.000000,-366260.560000,-1050.000000,759.050000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,638118.820000,-0.361881,-0.201533,0.318483,-0.632800,-0.529814,0.218000,8.449400,0.028703,0.105400,-1050.000000,339922.870000,339922.868034,0.000000,26,6112.840000,5577.945370,0.000000,0.000000,637354.340000,38171.440000,-55066.920000,0.000000,764.480000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,632540.880000,-0.367459,-0.205038,0.318315,-0.644100,-0.540920,0.232200,7.631500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,632831.830000,0.000000,-366260.560000,-1050.000000,759.050000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,638118.820000,-0.361881,-0.201533,0.318483,-0.632800,-0.529814,0.218000,8.449400,0.028703,0.105400,-1050.000000,339922.870000,339922.868034,0.000000,26,6112.840000,5577.945370,0.000000,0.000000,637354.340000,38171.440000,-55066.920000,0.000000,764.480000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,632540.880000,-0.367459,-0.205038,0.318315,-0.644100,-0.540920,0.232200,7.631500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,632831.830000,0.000000,-366260.560000,-1050.000000,759.050000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,638118.820000,-0.361881,-0.201533,0.318483,-0.632800,-0.529814,0.218000,8.449400,0.028703,0.105400,-1050.000000,339922.870000,339922.868034,0.000000,26,6112.840000,5577.945370,0.000000,0.000000,637354.340000,38171.440000,-55066.920000,0.000000,764.480000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Calendar,Monthly,Off,Monthly Rebal | No TLH,633873.440000,-0.366127,-0.204199,0.318013,-0.642100,-0.540496,0.230800,7.645700,0.000000,0.000000,818.245835,11307.020000,0.000000,11307.022329,0,1529.390000,,0.000000,0.000000,633114.060000,-12446.010000,-346843.180000,0.000000,759.390000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,628607.460000,-0.371393,-0.207518,0.315750,-0.657200,-0.544185,0.111400,7.562400,0.021591,-0.175900,818.245835,301934.910000,243502.968537,58431.936817,87,7753.310000,-5265.986839,0.000000,0.000000,627854.390000,-20217.060000,-54378.770000,0.000000,753.070000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,632985.860000,-0.367014,-0.204757,0.317196,-0.645500,-0.539853,0.230800,7.663700,0.000000,0.000000,1202.219290,4247.210000,0.000000,4247.210368,0,1358.290000,,0.000000,0.000000,633118.090000,-9279.370000,-356040.850000,-891.620000,759.390000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,630845.500000,-0.369154,-0.206106,0.316246,-0.651700,-0.535758,0.217100,8.144100,0.025249,-0.072300,163.121217,347490.180000,342682.631071,4807.550729,60,8101.780000,-2140.354812,0.000000,0.000000,630089.750000,18955.390000,-56662.570000,0.000000,755.750000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Calendar,Yearly,Off,Yearly Rebal | No TLH,632525.640000,-0.367474,-0.205047,0.316031,-0.648800,-0.539012,0.213600,7.533100,0.000000,0.000000,1676.890966,0.000000,0.000000,0.000000,0,1262.320000,,0.000000,0.000000,634491.490000,-10583.890000,-358742.380000,-2726.890000,761.040000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,640937.350000,-0.359063,-0.199768,0.316794,-0.630600,-0.527492,0.200600,8.341400,0.028460,0.168700,-1050.000000,336764.860000,336764.862133,0.000000,40,6176.660000,8411.710007,0.000000,0.000000,640169.490000,33104.670000,-55066.920000,0.000000,767.860000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,637135.990000,-0.362864,-0.202150,0.318362,-0.635000,-0.538511,0.244200,7.699000,0.000000,0.000000,-474.327675,8328.090000,0.000000,8328.093157,0,1340.170000,,0.000000,0.000000,636947.670000,-7803.780000,-352839.160000,-575.670000,763.990000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,650249.640000,-0.349750,-0.193964,0.318043,-0.609900,-0.530462,0.214900,8.307400,0.026243,0.293600,-1050.000000,295789.540000,251029.702946,44759.838483,28,6103.970000,13113.648679,0.000000,0.000000,649470.600000,-1106.330000,-55066.920000,0.000000,779.040000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,632540.880000,-0.367459,-0.205038,0.318315,-0.644100,-0.540920,0.232200,7.631500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,632831.830000,0.000000,-366260.560000,-1050.000000,759.050000
100/0 (TA ETF),Bear Market,Bear (2007–2008),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,638118.820000,-0.361881,-0.201533,0.318483,-0.632800,-0.529814,0.218000,8.449400,0.028703,0.105400,-1050.000000,339922.870000,339922.868034,0.000000,26,6112.840000,5577.945370,0.000000,0.000000,637354.340000,38171.440000,-55066.920000,0.000000,764.480000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,2488665.210000,1.488665,0.095659,0.152755,0.626200,-0.213777,-0.405200,4.470000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,2187706.060000,0.000000,1489863.780000,297972.760000,2986.400000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,2458180.960000,1.458181,0.094307,0.151737,0.621500,-0.221881,-0.426900,4.592900,0.007002,-0.211900,-4200.000000,71993.070000,71993.070433,0.000000,9,2643.730000,-30484.251120,30955.265505,20736.424627,2161060.370000,0.000000,1528617.760000,294174.940000,2945.660000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,2488665.210000,1.488665,0.095659,0.152755,0.626200,-0.213777,-0.405200,4.470000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,2187706.060000,0.000000,1489863.780000,297972.760000,2986.400000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,2458180.960000,1.458181,0.094307,0.151737,0.621500,-0.221881,-0.426900,4.592900,0.007002,-0.211900,-4200.000000,71993.070000,71993.070433,0.000000,9,2643.730000,-30484.251120,30955.265505,20736.424627,2161060.370000,0.000000,1528617.760000,294174.940000,2945.660000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,2390111.330000,1.390111,0.091232,0.153228,0.595400,-0.213777,-0.412400,4.414200,0.000000,0.000000,13276.717970,0.000000,0.000000,0.000000,0,1547.890000,,0.000000,0.000000,2119516.800000,0.000000,1338552.350000,267710.470000,2884.070000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,2307595.990000,1.307596,0.087397,0.149708,0.583800,-0.221881,-0.438600,4.694100,0.009454,-0.419500,19867.079644,120557.560000,120557.564080,0.000000,18,4317.810000,-82515.338831,23475.023615,0.000000,2055843.800000,0.000000,1299604.500000,249051.410000,2700.790000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Calendar,Monthly,Off,Monthly Rebal | No TLH,2269844.030000,1.269844,0.085601,0.152982,0.559600,-0.215653,-0.412700,4.465300,0.000000,0.000000,33109.590952,19854.170000,0.000000,19854.167817,0,3406.510000,,0.000000,0.000000,2036231.850000,9978.120000,1137875.020000,230880.780000,2731.400000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,2278076.280000,1.278076,0.085995,0.151993,0.565800,-0.217453,-0.432300,4.467600,0.006245,0.042200,21797.258000,117309.100000,109561.989774,7747.108987,206,5930.910000,8232.245974,0.000000,0.000000,2034587.770000,18540.610000,1174088.200000,240746.620000,2741.890000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,2282450.260000,1.282450,0.086204,0.152940,0.563600,-0.215324,-0.413400,4.455400,0.000000,0.000000,26404.397894,10605.420000,0.000000,10605.419220,0,2514.850000,,0.000000,0.000000,2043286.610000,5096.280000,1174516.030000,236420.430000,2743.220000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,2303366.460000,1.303366,0.087197,0.151569,0.575300,-0.217953,-0.428500,4.487400,0.006761,0.127600,11297.211163,119293.320000,110732.125697,8561.190043,109,5183.250000,20916.196133,0.000000,0.000000,2046093.490000,6674.560000,1261201.120000,254503.920000,2769.040000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Calendar,Yearly,Off,Yearly Rebal | No TLH,2299914.670000,1.299915,0.087034,0.152854,0.569400,-0.214833,-0.414600,4.440500,0.000000,0.000000,22069.051155,1957.670000,0.000000,1957.674659,0,1922.890000,,0.000000,0.000000,2053314.030000,6978.720000,1207829.330000,243836.640000,2763.990000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,2257522.810000,1.257523,0.085009,0.147325,0.577000,-0.211634,-0.418300,4.403500,0.010016,-0.215200,10652.870010,109378.790000,109378.787679,0.000000,33,4572.870000,-42391.850777,0.000000,0.000000,2010822.770000,10408.760000,1201884.540000,244019.970000,2680.070000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,2324520.230000,1.324520,0.088194,0.152917,0.576700,-0.213777,-0.412600,4.400500,0.000000,0.000000,17794.106476,0.000000,0.000000,0.000000,0,1723.670000,,0.000000,0.000000,2070708.020000,0.000000,1255067.480000,251013.500000,2798.710000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,2257226.970000,1.257227,0.084995,0.149300,0.569300,-0.221881,-0.443300,4.800200,0.008909,-0.373700,2879.204352,117308.600000,117308.595958,0.000000,41,4468.060000,-67293.263073,32329.626450,0.000000,2005862.780000,0.000000,1243606.530000,248721.310000,2642.880000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,2355118.230000,1.355118,0.089620,0.152627,0.587200,-0.213777,-0.410500,4.410100,0.000000,0.000000,33060.139049,0.000000,0.000000,0.000000,0,1897.480000,,0.000000,0.000000,2107307.660000,0.000000,1224775.160000,244955.030000,2855.540000
100/0 (TA ETF),Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,2281671.180000,1.281671,0.086167,0.148779,0.579200,-0.221881,-0.431600,4.726900,0.009296,-0.385600,29931.774528,128983.350000,128983.354261,0.000000,23,4857.260000,-73447.056922,33818.023164,0.000000,2041140.650000,0.000000,1189302.710000,237860.540000,2669.980000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1485776.460000,0.485776,0.220370,0.128065,1.720800,-0.104601,-0.274800,0.529000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1386598.520000,0.000000,486975.020000,97395.000000,1782.930000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1485776.460000,0.485776,0.220370,0.128065,1.720800,-0.104601,-0.274800,0.529000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1386598.520000,0.000000,486975.020000,97395.000000,1782.930000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1485776.460000,0.485776,0.220370,0.128065,1.720800,-0.104601,-0.274800,0.529000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1386598.520000,0.000000,486975.020000,97395.000000,1782.930000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1485776.460000,0.485776,0.220370,0.128065,1.720800,-0.104601,-0.274800,0.529000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1386598.520000,0.000000,486975.020000,97395.000000,1782.930000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1485776.460000,0.485776,0.220370,0.128065,1.720800,-0.104601,-0.274800,0.529000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1386598.520000,0.000000,486975.020000,97395.000000,1782.930000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1485776.460000,0.485776,0.220370,0.128065,1.720800,-0.104601,-0.274800,0.529000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1386598.520000,0.000000,486975.020000,97395.000000,1782.930000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Calendar,Monthly,Off,Monthly Rebal | No TLH,1456620.580000,0.456621,0.208265,0.126366,1.648100,-0.104849,-0.263400,0.487400,0.000000,0.000000,10192.380876,257.230000,0.000000,257.233387,0,1633.120000,,0.000000,0.000000,1369471.840000,3816.660000,420279.570000,85391.750000,1757.000000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1456571.610000,0.456572,0.208245,0.126304,1.648800,-0.104865,-0.263800,0.488100,0.000230,-3.259700,10086.148142,796.380000,601.871384,194.507928,4,1645.440000,-48.970863,0.000000,0.000000,1369385.250000,3842.560000,420422.110000,85429.320000,1757.040000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1462480.630000,0.462481,0.210708,0.126328,1.667900,-0.104806,-0.262500,0.487500,0.000000,0.000000,6476.310081,55.200000,0.000000,55.201363,0,1445.480000,,0.000000,0.000000,1371435.670000,2411.370000,442205.130000,89285.000000,1759.950000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1462379.320000,0.462379,0.210666,0.126266,1.668400,-0.104812,-0.262800,0.488100,0.000208,-3.709100,6412.378877,351.740000,296.527309,55.217189,1,1451.740000,-101.308609,0.000000,0.000000,1371331.300000,2407.820000,442227.020000,89288.140000,1759.880000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Calendar,Yearly,Off,Yearly Rebal | No TLH,1471286.470000,0.471286,0.214369,0.127023,1.687600,-0.104601,-0.269400,0.504400,0.000000,0.000000,3924.545556,0.000000,0.000000,0.000000,0,1284.980000,,0.000000,0.000000,1376264.680000,1299.580000,463983.430000,93251.540000,1770.250000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1471286.470000,0.471286,0.214369,0.127023,1.687600,-0.104601,-0.269400,0.504400,0.000000,0.000000,3924.545556,0.000000,0.000000,0.000000,0,1284.980000,0.000000,0.000000,0.000000,1376264.680000,1299.580000,463983.430000,93251.540000,1770.250000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1472437.790000,0.472438,0.214847,0.127040,1.691200,-0.104837,-0.270900,0.521500,0.000000,0.000000,3025.497846,0.000000,0.000000,0.000000,0,1270.180000,,0.000000,0.000000,1377049.400000,0.000000,468089.190000,93617.840000,1770.560000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1473392.070000,0.473392,0.215243,0.126947,1.695500,-0.104889,-0.270600,0.522800,0.000422,-0.798000,2420.218806,1729.370000,1729.368683,0.000000,3,1306.390000,954.278542,0.000000,0.000000,1377580.340000,0.000000,470203.770000,94040.750000,1770.970000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1485776.460000,0.485776,0.220370,0.128065,1.720800,-0.104601,-0.274800,0.529000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1386598.520000,0.000000,486975.020000,97395.000000,1782.930000
100/0 (TA ETF),Bull Market,Bull (2023–2024),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1485776.460000,0.485776,0.220370,0.128065,1.720800,-0.104601,-0.274800,0.529000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1386598.520000,0.000000,486975.020000,97395.000000,1782.930000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1746581.620000,0.746582,0.118586,0.166591,0.711800,-0.269233,0.169200,7.118100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1594929.680000,0.000000,747780.180000,149556.040000,2095.900000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1751728.850000,0.751729,0.119248,0.165909,0.718800,-0.269202,0.157800,7.129600,0.003925,0.099900,-1050.000000,52869.110000,52869.106091,0.000000,8,2246.450000,5147.236518,0.000000,0.000000,1597992.980000,0.000000,805794.410000,151635.060000,2100.810000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1746581.620000,0.746582,0.118586,0.166591,0.711800,-0.269233,0.169200,7.118100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1594929.680000,0.000000,747780.180000,149556.040000,2095.900000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1751728.850000,0.751729,0.119248,0.165909,0.718800,-0.269202,0.157800,7.129600,0.003925,0.099900,-1050.000000,52869.110000,52869.106091,0.000000,8,2246.450000,5147.236518,0.000000,0.000000,1597992.980000,0.000000,805794.410000,151635.060000,2100.810000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1746581.620000,0.746582,0.118586,0.166591,0.711800,-0.269233,0.169200,7.118100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1594929.680000,0.000000,747780.180000,149556.040000,2095.900000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1751728.850000,0.751729,0.119248,0.165909,0.718800,-0.269202,0.157800,7.129600,0.003925,0.099900,-1050.000000,52869.110000,52869.106091,0.000000,8,2246.450000,5147.236518,0.000000,0.000000,1597992.980000,0.000000,805794.410000,151635.060000,2100.810000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1715186.160000,0.715186,0.114516,0.164917,0.694400,-0.270568,0.166800,6.987800,0.000000,0.000000,15465.000887,11684.480000,0.000000,11684.478266,0,2409.500000,,0.000000,0.000000,1577307.660000,14952.300000,652905.740000,135814.450000,2064.040000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1724025.180000,0.724025,0.115668,0.164371,0.703700,-0.269967,0.155800,7.023700,0.003353,0.263400,13192.864585,72570.310000,69737.638003,2832.673424,104,3958.410000,8839.026489,0.000000,0.000000,1577297.450000,19505.890000,689914.550000,144650.160000,2077.570000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1722799.100000,0.722799,0.115509,0.164785,0.701000,-0.269948,0.167400,6.997400,0.000000,0.000000,13276.714852,7928.070000,0.000000,7928.066419,0,1992.830000,,0.000000,0.000000,1581725.910000,23641.350000,653668.110000,138997.680000,2075.510000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1729305.150000,0.729305,0.116354,0.163742,0.710600,-0.269994,0.157500,7.096800,0.004219,0.136600,8499.895532,68208.120000,66808.580137,1399.542950,52,3395.660000,6506.053850,0.000000,0.000000,1577389.900000,25142.850000,705898.560000,149830.760000,2084.490000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1737261.220000,0.737261,0.117384,0.164417,0.713900,-0.268920,0.150300,6.775900,0.000000,0.000000,11176.713461,1791.180000,0.000000,1791.180189,0,1639.490000,,0.000000,0.000000,1591947.720000,17470.450000,685539.630000,143222.580000,2090.910000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1755315.720000,0.755316,0.119708,0.164131,0.729300,-0.268763,0.143200,6.832200,0.004237,0.484900,2815.895615,69350.910000,69350.907837,0.000000,17,2959.490000,18054.507286,5381.841829,0.000000,1595565.140000,19213.250000,759802.110000,157639.570000,2111.020000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1741187.360000,0.741187,0.117891,0.164790,0.715400,-0.271122,0.157300,6.897900,0.000000,0.000000,10148.659098,1108.010000,0.000000,1108.008797,0,1630.260000,,0.000000,0.000000,1597026.210000,0.000000,710326.820000,142065.360000,2095.790000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1753848.720000,0.753849,0.119520,0.164099,0.728300,-0.270063,0.146200,6.900000,0.003599,0.377800,3336.940482,68529.990000,68400.298147,129.694975,19,2926.720000,12661.362210,0.000000,0.000000,1594594.100000,5252.330000,776563.000000,157150.920000,2103.710000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1739521.680000,0.739522,0.117676,0.165909,0.709300,-0.269233,0.159200,6.967200,0.000000,0.000000,3359.140682,0.000000,0.000000,0.000000,0,1356.840000,,0.000000,0.000000,1591941.830000,0.000000,727441.960000,145488.390000,2091.460000
100/0 (TA ETF),Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1746655.480000,0.746655,0.118596,0.165629,0.716000,-0.269202,0.152500,7.023400,0.003746,0.173600,1038.620537,52869.110000,52869.106091,0.000000,8,2486.020000,7133.800317,15039.445984,0.000000,1589043.650000,0.000000,777566.680000,155513.340000,2098.490000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,3239358.210000,2.239358,0.125092,0.183049,0.683400,-0.331916,-0.423100,14.488400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,2787359.630000,0.000000,2240556.770000,448111.350000,3887.230000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,3206052.350000,2.206052,0.123927,0.182656,0.678500,-0.333054,-0.437300,14.423700,0.004588,-0.283500,-2100.000000,49698.200000,49698.196830,0.000000,5,1972.180000,-33305.860599,19776.430123,0.000000,2759372.340000,0.000000,2255622.730000,442834.910000,3845.100000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,3239358.210000,2.239358,0.125092,0.183049,0.683400,-0.331916,-0.423100,14.488400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,2787359.630000,0.000000,2240556.770000,448111.350000,3887.230000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,3206052.350000,2.206052,0.123927,0.182656,0.678500,-0.333054,-0.437300,14.423700,0.004588,-0.283500,-2100.000000,49698.200000,49698.196830,0.000000,5,1972.180000,-33305.860599,19776.430123,0.000000,2759372.340000,0.000000,2255622.730000,442834.910000,3845.100000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,3116618.890000,2.116619,0.120743,0.179968,0.670900,-0.330204,-0.457300,15.115700,0.000000,0.000000,5261.964964,0.000000,0.000000,0.000000,0,1409.100000,,0.000000,0.000000,2693476.610000,0.000000,2096980.140000,419396.030000,3746.260000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,3087029.120000,2.087029,0.119671,0.179385,0.667100,-0.331421,-0.472200,15.107300,0.004254,-0.283600,-1050.000000,49698.200000,49698.196830,0.000000,5,2199.190000,-29589.778693,19776.430123,0.000000,2665089.020000,0.000000,2107486.600000,418235.660000,3704.430000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,2949905.410000,1.949905,0.114581,0.177727,0.644700,-0.334561,-0.503900,15.413200,0.000000,0.000000,59547.224577,28118.010000,0.000000,28118.009336,0,4344.020000,,0.000000,0.000000,2596529.400000,25467.640000,1704543.220000,349822.320000,3553.690000
100/0 (TA ETF),Past 10 Years,Past 10Y (2016–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,2926595.820000,1.926596,0.113695,0.177245,0.641500,-0.335942,-0.521400,15.457500,0.004037,-0.252800,56645.839677,127004.240000,119140.867076,7863.368080,257,6763.300000,-23309.587403,0.000000,0.000000,2575325.470000,33224.110000,1682048.360000,347742.470000,3527.880000
