Portfolio,Market Condition,Market State,Rebal Type,Rebal Value,TLH Status,Strategy Label,Final NAV,Total Return,CAGR,Volatility (Ann),Sharpe Ratio,Max Drawdown,Return Skewness,Return Kurtosis,Tracking Error (Ann),Information Ratio,Tax Paid,Realized Losses (All),TLH Losses,Rebal Losses,TLH Event Count,Execution Costs,Tax Alpha 2,Loss Carryforward ST,Loss Carryforward LT,Liquidation NAV,Unrealized Gain ST,Unrealized Gain LT,Liquidation Tax,Liquidation Exec Cost
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,2613863.010000,1.613863,0.101145,0.173571,0.582700,-0.336213,-0.550200,15.915900,0.000000,0.000000,13010.009809,0.000000,0.000000,0.000000,0,1561.640000,,0.000000,0.000000,2298033.840000,0.000000,1563384.610000,312676.920000,3152.250000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,2609054.350000,1.609054,0.100942,0.174591,0.578200,-0.343424,-0.648700,16.915700,0.009218,-0.036400,-2100.000000,104497.620000,104497.615837,0.000000,3,3529.800000,-4808.654335,11221.218113,0.000000,2282177.920000,0.000000,1645354.420000,323746.830000,3129.610000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,2696822.220000,1.696822,0.104601,0.173935,0.601400,-0.336213,-0.553300,15.858600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,2353981.880000,0.000000,1698020.780000,339604.160000,3236.190000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,2671508.380000,1.671508,0.103556,0.175529,0.590000,-0.343424,-0.646700,16.693700,0.008601,-0.136800,-2100.000000,83848.560000,83848.560661,0.000000,2,2801.910000,-25313.839313,41418.562132,0.000000,2332212.130000,0.000000,1756058.850000,336092.060000,3204.190000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,2561314.260000,1.561314,0.098905,0.172868,0.572100,-0.336908,-0.581200,16.046800,0.000000,0.000000,22459.838133,0.000000,0.000000,0.000000,0,1773.080000,,0.000000,0.000000,2263576.510000,0.000000,1473247.990000,294649.600000,3088.150000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,2564216.670000,1.564217,0.099030,0.173980,0.569200,-0.344021,-0.687500,16.937000,0.009171,-0.000800,-1935.675959,110863.280000,110863.284075,0.000000,5,3842.050000,2902.403346,25534.942077,19158.598807,2247776.610000,0.000000,1566801.420000,313360.280000,3079.780000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,2507619.680000,1.507620,0.096573,0.172070,0.561200,-0.336001,-0.595500,15.984100,0.000000,0.000000,43296.194618,16401.070000,0.000000,16401.072933,0,3423.680000,,0.000000,0.000000,2231722.550000,20729.240000,1328400.190000,272876.940000,3020.190000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,2520483.940000,1.520484,0.097135,0.172343,0.563600,-0.336108,-0.595700,15.913200,0.001925,0.223900,45018.421325,54495.690000,47420.500558,7075.194061,56,4263.630000,12864.267102,0.000000,0.000000,2243219.830000,22714.760000,1331933.950000,274223.430000,3040.680000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,2525074.160000,1.525074,0.097336,0.172136,0.565500,-0.335987,-0.591300,16.003100,0.000000,0.000000,34778.226208,9342.920000,0.000000,9342.922154,0,2599.560000,,0.000000,0.000000,2239382.380000,30931.430000,1359108.630000,282647.730000,3044.050000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,2570684.300000,1.570684,0.099307,0.175571,0.565600,-0.347724,-0.680000,16.568900,0.013809,0.133200,25771.293396,81006.110000,80932.956128,73.149616,28,4263.420000,45610.136907,0.000000,0.000000,2269157.310000,35511.270000,1429973.220000,298423.590000,3103.400000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,2540407.420000,1.540407,0.098002,0.172122,0.569400,-0.335987,-0.594000,15.968300,0.000000,0.000000,33045.829385,4631.140000,0.000000,4631.139915,0,2080.420000,,0.000000,0.000000,2251232.460000,26879.890000,1383518.330000,286111.630000,3063.330000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,2585507.180000,1.585507,0.099941,0.175468,0.569600,-0.347457,-0.682000,16.542400,0.013686,0.132000,16702.710919,81084.280000,81084.283839,0.000000,10,3570.200000,45099.765272,0.000000,0.000000,2274163.500000,29315.060000,1489821.870000,308224.650000,3119.030000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,2606996.630000,1.606997,0.100855,0.173288,0.582000,-0.336213,-0.555100,15.954300,0.000000,0.000000,33812.809974,0.000000,0.000000,0.000000,0,1952.550000,,0.000000,0.000000,2309095.300000,0.000000,1473697.940000,294739.590000,3161.750000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,2592881.160000,1.592881,0.100255,0.174496,0.574500,-0.343424,-0.654200,16.905700,0.008815,-0.083000,15742.849376,83848.560000,83848.560661,0.000000,2,3569.820000,-14115.467140,41418.562132,3853.812990,2283952.380000,0.000000,1528979.580000,305795.920000,3132.870000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,2656962.740000,1.656963,0.102952,0.173843,0.592200,-0.336213,-0.562200,15.865500,0.000000,0.000000,47607.331345,0.000000,0.000000,0.000000,0,2069.220000,,0.000000,0.000000,2359996.730000,0.000000,1468602.640000,293720.530000,3245.480000
2-ETF (IVV/EFA),Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,2646093.100000,1.646093,0.102499,0.175236,0.584900,-0.343424,-0.658800,16.718800,0.008814,-0.066500,31589.548257,83848.560000,83848.560661,0.000000,2,3704.400000,-10869.638475,41418.562132,36429.998529,2339089.500000,0.000000,1518939.310000,303787.860000,3215.740000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,3448466.610000,2.448467,0.063983,0.196160,0.326200,-0.591302,-0.155400,12.988000,0.000000,0.000000,28622.584641,0.000000,0.000000,0.000000,0,1927.180000,,0.000000,0.000000,2977126.040000,0.000000,2335903.450000,467180.690000,4159.870000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,3480343.390000,2.480343,0.064474,0.196033,0.328900,-0.589614,-0.132600,13.731800,0.009656,0.044200,-4200.000000,356421.860000,356421.864811,0.000000,8,8349.660000,31876.780952,88672.829296,39139.715637,2963168.140000,0.000000,2627306.880000,512998.840000,4176.410000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,3604927.330000,2.604927,0.066351,0.197116,0.336600,-0.591302,-0.134300,12.983700,0.000000,0.000000,72963.655555,0.000000,0.000000,0.000000,0,2433.540000,,0.000000,0.000000,3137412.610000,0.000000,2315506.250000,463101.250000,4413.470000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,3628087.030000,2.628087,0.066693,0.196550,0.339300,-0.589614,-0.109400,13.762600,0.009168,0.030300,33465.944273,433445.430000,433445.425699,0.000000,8,10263.960000,23159.694929,0.000000,0.000000,3110936.910000,0.000000,2669257.350000,512797.670000,4352.440000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,3309067.260000,2.309067,0.061786,0.195787,0.315600,-0.591302,-0.164400,13.009200,0.000000,0.000000,68222.119855,569.920000,0.000000,569.920676,0,2538.650000,,0.000000,0.000000,2897407.650000,0.000000,2038289.990000,407658.000000,4001.610000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,3372497.710000,2.372498,0.062796,0.195929,0.320500,-0.589614,-0.141000,13.729800,0.009290,0.101900,21219.692055,381123.880000,381123.878936,0.000000,11,9357.720000,63430.449558,22612.300283,0.000000,2897127.980000,0.000000,2356477.810000,471295.560000,4074.170000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,3219392.200000,2.219392,0.060325,0.195623,0.308400,-0.590293,-0.164000,13.077200,0.000000,0.000000,78143.855046,57433.690000,0.000000,57433.688954,0,5451.990000,,0.000000,0.000000,2824891.690000,26420.590000,1907243.670000,390620.970000,3879.540000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,3312182.000000,2.312182,0.061836,0.195890,0.315700,-0.588108,-0.130000,13.786000,0.008385,0.172500,49537.947415,453058.440000,421424.331370,31634.105724,128,12380.570000,92789.800460,0.000000,0.000000,2862424.620000,29733.530000,2177510.700000,445758.290000,3999.090000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,3247490.180000,2.247490,0.060787,0.195578,0.310800,-0.590463,-0.162700,13.069500,0.000000,0.000000,67138.193795,30311.710000,0.000000,30311.714932,0,3885.890000,,0.000000,0.000000,2840144.580000,39773.150000,1947535.170000,403427.640000,3917.960000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,3375299.060000,2.375299,0.062841,0.196467,0.319900,-0.588211,-0.139200,13.801300,0.010776,0.184600,43157.546814,393858.580000,386154.996390,7703.578963,67,10363.570000,127808.884236,0.000000,0.000000,2903742.320000,45892.680000,2257076.160000,467477.670000,4079.070000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,3273608.070000,2.273608,0.061213,0.195332,0.313400,-0.590860,-0.174700,12.937500,0.000000,0.000000,65498.329131,16380.110000,0.000000,16380.113199,0,2834.470000,,0.000000,0.000000,2862095.550000,34523.590000,1977389.620000,407561.180000,3951.340000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,3385820.950000,2.385821,0.063006,0.195245,0.322700,-0.594581,-0.197100,13.082000,0.015582,0.111000,65654.814090,386319.080000,385184.036218,1135.042080,30,7818.230000,112212.875153,0.000000,0.000000,2908164.220000,44788.580000,2289400.870000,473556.180000,4100.550000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,3387826.960000,2.387827,0.063038,0.196295,0.321100,-0.591302,-0.166800,13.115900,0.000000,0.000000,63633.730413,0.000000,0.000000,0.000000,0,2431.200000,,0.000000,0.000000,2956573.560000,0.000000,2135723.230000,427144.650000,4108.750000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,3497227.430000,2.497227,0.064732,0.196724,0.329000,-0.589614,-0.150300,13.815600,0.011605,0.140500,23358.032217,334778.060000,334778.055011,0.000000,9,8569.080000,109400.474347,42668.542106,0.000000,2997020.150000,0.000000,2479881.370000,495976.270000,4231.000000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,3563166.940000,2.563167,0.065729,0.196664,0.334200,-0.591302,-0.163900,13.188000,0.000000,0.000000,31386.182738,0.000000,0.000000,0.000000,0,1874.630000,,0.000000,0.000000,3070954.110000,0.000000,2439496.840000,487899.370000,4313.460000
2-ETF (IVV/EFA),Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,3597381.600000,2.597382,0.066239,0.195901,0.338100,-0.589614,-0.137100,13.817000,0.009844,0.045300,-5250.000000,393982.900000,393982.900867,0.000000,8,8857.770000,34214.662418,20677.762752,0.000000,3055717.900000,0.000000,2783277.130000,537348.100000,4315.600000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,834550.510000,-0.165449,-0.160792,0.157573,-1.020400,-0.257906,0.467300,6.163000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,834599.050000,0.000000,-164250.930000,-1050.000000,1001.460000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,816849.950000,-0.183150,-0.178050,0.153364,-1.161000,-0.268787,-0.044700,5.245000,0.031415,-0.580400,-1050.000000,212394.840000,212394.837091,0.000000,33,3977.990000,-17700.565348,0.000000,0.000000,815870.990000,57903.120000,-25730.350000,0.000000,978.960000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,834550.510000,-0.165449,-0.160792,0.157573,-1.020400,-0.257906,0.467300,6.163000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,834599.050000,0.000000,-164250.930000,-1050.000000,1001.460000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,816849.950000,-0.183150,-0.178050,0.153364,-1.161000,-0.268787,-0.044700,5.245000,0.031415,-0.580400,-1050.000000,212394.840000,212394.837091,0.000000,33,3977.990000,-17700.565348,0.000000,0.000000,815870.990000,57903.120000,-25730.350000,0.000000,978.960000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,828248.710000,-0.171751,-0.166935,0.178491,-0.935300,-0.275012,0.536900,5.153200,0.000000,0.000000,-1050.000000,4116.590000,0.000000,4116.586736,0,1400.470000,,0.000000,0.000000,827126.970000,1269.000000,-168769.690000,129.100000,992.640000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,815467.080000,-0.184533,-0.179398,0.171946,-1.043300,-0.282212,0.091400,4.458300,0.031125,-0.431600,-1050.000000,214373.630000,152039.138767,62334.487630,31,4144.690000,-12781.635493,0.000000,0.000000,814489.780000,61592.890000,-29285.080000,0.000000,977.300000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Calendar,Monthly,Off,Monthly Rebal | No TLH,816421.930000,-0.183578,-0.178467,0.182367,-0.978600,-0.286573,0.505300,5.612900,0.000000,0.000000,-1050.000000,8569.980000,0.000000,8569.977143,0,1632.100000,,0.000000,0.000000,815443.480000,-20681.270000,-156129.160000,0.000000,978.450000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,804094.320000,-0.195906,-0.190493,0.177094,-1.075700,-0.291756,0.167100,5.163400,0.027320,-0.475200,-1050.000000,175354.090000,155404.282815,19949.803185,62,5424.880000,-12327.612888,0.000000,0.000000,803130.660000,3076.290000,-28802.460000,0.000000,963.650000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,816725.250000,-0.183275,-0.178171,0.174910,-1.018600,-0.279189,0.534800,6.375300,0.000000,0.000000,-118.711873,1038.290000,0.000000,1038.285540,0,1338.850000,,0.000000,0.000000,816676.610000,-15998.350000,-165717.090000,-931.290000,979.930000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,797066.970000,-0.202933,-0.197351,0.171448,-1.151100,-0.291592,0.176500,5.576600,0.028496,-0.706600,-1050.000000,213347.030000,194657.601588,18689.424475,79,5093.290000,-19658.275205,0.000000,0.000000,796111.750000,32644.600000,-28132.760000,0.000000,955.220000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Calendar,Yearly,Off,Yearly Rebal | No TLH,832695.770000,-0.167304,-0.162600,0.158924,-1.023100,-0.259733,0.466900,6.131700,0.000000,0.000000,33.477458,0.000000,0.000000,0.000000,0,1209.580000,,0.000000,0.000000,832354.000000,-1878.590000,-164278.230000,-657.510000,999.280000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,815780.800000,-0.184219,-0.179092,0.153881,-1.163800,-0.271686,-0.058900,4.474300,0.030613,-0.570500,-1050.000000,211759.440000,211759.440506,0.000000,57,4396.320000,-16914.966651,0.000000,0.000000,814803.130000,56725.060000,-25934.150000,0.000000,977.680000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,818048.990000,-0.181951,-0.176880,0.190244,-0.929800,-0.285695,0.548200,5.925100,0.000000,0.000000,-573.573593,3488.360000,0.000000,3488.362121,0,1464.130000,,0.000000,0.000000,817544.450000,-10220.160000,-169201.510000,-476.430000,980.970000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,800626.430000,-0.199374,-0.193877,0.181718,-1.066900,-0.293957,0.140600,5.177500,0.028760,-0.624300,-1050.000000,203894.560000,197769.641057,6124.923733,56,5395.220000,-17422.560950,0.000000,0.000000,799666.940000,36496.290000,-29838.710000,0.000000,959.490000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,832279.090000,-0.167721,-0.163006,0.178090,-0.915300,-0.272896,0.563200,5.366500,0.000000,0.000000,-886.993601,2915.050000,0.000000,2915.052470,0,1418.750000,,0.000000,0.000000,831444.430000,4255.110000,-168909.990000,-163.010000,997.670000
40/60 (TA ETF),Bear Market,Bear (2007–2008),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,814373.180000,-0.185627,-0.180465,0.169751,-1.063100,-0.281150,0.119100,4.628200,0.031326,-0.588400,-1050.000000,194355.540000,191040.677401,3314.867381,33,4232.520000,-17905.907771,0.000000,0.000000,813397.190000,39895.790000,-29458.410000,0.000000,975.990000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1610948.430000,0.610948,0.048937,0.070073,0.698400,-0.113689,-0.395100,3.388300,0.000000,0.000000,33622.348772,0.000000,0.000000,0.000000,0,1874.540000,,0.000000,0.000000,1513308.230000,0.000000,478333.570000,95666.710000,1973.480000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1595795.220000,0.595795,0.047944,0.068977,0.695100,-0.112323,-0.422400,3.561100,0.003427,-0.326500,31133.053897,43281.720000,43281.719240,0.000000,20,2863.090000,-15153.209381,11857.915510,5409.760383,1500768.950000,0.000000,465524.730000,93104.950000,1921.320000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1696593.530000,0.696594,0.054395,0.074776,0.727400,-0.131344,-0.401500,3.416700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1554999.200000,0.000000,697792.090000,139558.420000,2035.910000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1682813.040000,0.682813,0.053534,0.073862,0.724800,-0.132731,-0.421100,3.450700,0.003335,-0.296200,-4013.972040,28736.170000,28736.167437,0.000000,9,1773.290000,-13780.489193,10789.418602,5409.760383,1541939.960000,0.000000,709308.530000,138858.170000,2014.900000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1564320.760000,0.564321,0.045854,0.066901,0.685400,-0.109820,-0.350400,3.481800,0.000000,0.000000,25790.828517,0.000000,0.000000,0.000000,0,1798.980000,,0.000000,0.000000,1469830.640000,0.000000,462956.430000,92591.290000,1898.840000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1545007.550000,0.545008,0.044553,0.065385,0.681400,-0.108012,-0.372600,3.678300,0.003679,-0.387800,22417.490751,41243.870000,41243.870331,0.000000,27,2741.660000,-19313.208934,5061.850407,0.000000,1450979.910000,0.000000,460855.830000,92171.170000,1856.470000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Calendar,Monthly,Off,Monthly Rebal | No TLH,1536320.510000,0.536321,0.043963,0.066979,0.656400,-0.109025,-0.307300,3.625500,0.000000,0.000000,36041.123921,18943.880000,0.000000,18943.877908,0,4624.510000,,0.000000,0.000000,1449973.720000,18264.710000,390510.690000,84494.790000,1852.010000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1535070.060000,0.535070,0.043878,0.066807,0.656800,-0.109146,-0.316800,3.586100,0.002034,-0.103600,35309.987616,47784.510000,35336.106958,12448.399695,209,5453.580000,-1250.449511,0.000000,0.000000,1449301.990000,19376.750000,385664.160000,83914.690000,1853.380000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1552947.110000,0.552947,0.045090,0.066722,0.675800,-0.107779,-0.289700,3.470300,0.000000,0.000000,30818.806126,8848.090000,0.000000,8848.093814,0,3143.910000,,0.000000,0.000000,1461251.910000,16776.270000,420315.840000,89826.890000,1868.310000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1555400.680000,0.555401,0.045255,0.066211,0.683500,-0.107398,-0.302400,3.472700,0.002340,0.017000,25839.054135,42415.550000,37060.534188,5355.010970,93,3999.410000,2453.571956,0.000000,0.000000,1460332.610000,15780.750000,438367.110000,93196.680000,1871.380000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Calendar,Yearly,Off,Yearly Rebal | No TLH,1546794.680000,0.546795,0.044674,0.066552,0.671300,-0.112152,-0.333400,3.327300,0.000000,0.000000,20506.332752,1699.240000,0.000000,1699.240806,0,2021.410000,,0.000000,0.000000,1450518.230000,4883.760000,463996.020000,94419.830000,1856.630000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1538605.380000,0.538605,0.044119,0.064977,0.679000,-0.111445,-0.345200,3.275300,0.003496,-0.194800,14824.985933,37721.790000,36755.454749,966.330276,30,2911.360000,-8189.300194,0.000000,0.000000,1440596.470000,6753.900000,469404.010000,96161.430000,1847.480000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1536390.620000,0.536391,0.043968,0.066266,0.663500,-0.107910,-0.352700,3.438100,0.000000,0.000000,24692.892973,447.280000,0.000000,447.281950,0,1927.430000,,0.000000,0.000000,1446626.990000,0.000000,439546.470000,87909.290000,1854.330000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1542198.420000,0.542198,0.044363,0.065810,0.674100,-0.107541,-0.357800,3.363400,0.003106,0.086700,22259.898504,41956.580000,41613.672299,342.907295,45,2987.540000,5807.805706,0.000000,0.000000,1448825.930000,0.000000,457559.290000,91511.860000,1860.630000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1572937.340000,0.572937,0.046430,0.068855,0.674300,-0.111504,-0.395400,3.356700,0.000000,0.000000,26749.046717,0.000000,0.000000,0.000000,0,1841.560000,,0.000000,0.000000,1477476.040000,0.000000,467782.710000,93556.540000,1904.760000
40/60 (TA ETF),Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1553465.960000,0.553466,0.045125,0.067489,0.668600,-0.109618,-0.415000,3.484200,0.003618,-0.395500,23871.136116,35971.660000,35971.661917,0.000000,15,2660.950000,-19471.384109,6724.577117,0.000000,1460747.860000,0.000000,454290.990000,90858.200000,1859.900000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1199164.700000,0.199165,0.095659,0.081492,1.173800,-0.086687,-0.171400,0.823100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1157653.050000,0.000000,200363.270000,40072.650000,1439.000000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1198530.930000,0.198531,0.095368,0.082027,1.162600,-0.087405,-0.166300,0.801100,0.001867,-0.510200,-1050.000000,7380.820000,7380.822416,0.000000,1,1348.670000,-633.776785,0.000000,0.000000,1156278.030000,0.000000,206210.420000,40815.920000,1436.980000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1199164.700000,0.199165,0.095659,0.081492,1.173800,-0.086687,-0.171400,0.823100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1157653.050000,0.000000,200363.270000,40072.650000,1439.000000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1198530.930000,0.198531,0.095368,0.082027,1.162600,-0.087405,-0.166300,0.801100,0.001867,-0.510200,-1050.000000,7380.820000,7380.822416,0.000000,1,1348.670000,-633.776785,0.000000,0.000000,1156278.030000,0.000000,206210.420000,40815.920000,1436.980000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1188687.390000,0.188687,0.090834,0.081371,1.116300,-0.086687,-0.143400,0.687400,0.000000,0.000000,10026.312204,0.000000,0.000000,0.000000,0,1501.270000,,0.000000,0.000000,1157232.260000,-1490.640000,151574.050000,30016.680000,1438.460000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1188903.170000,0.188903,0.090933,0.081870,1.110700,-0.087405,-0.136400,0.666800,0.001919,-0.291000,8103.928242,7380.820000,7380.822416,0.000000,1,1652.750000,215.774821,4380.822416,0.000000,1156287.460000,-1512.860000,157403.070000,31178.040000,1437.670000
40/60 (TA ETF),Bull Market,Bull (2023–2024),Calendar,Monthly,Off,Monthly Rebal | No TLH,1164953.210000,0.164953,0.079823,0.078429,1.017800,-0.085840,-0.122700,0.761600,0.000000,0.000000,8495.512619,1134.260000,0.000000,1134.257248,0,1691.330000,,0.000000,0.000000,1135635.060000,1251.660000,137375.010000,27913.080000,1405.070000
