Portfolio,Category,Model Family,Equity Allocation,Models Coverage,Market Condition,Market State,Rebal Type,Rebal Value,TLH Status,Strategy Label,Final NAV,Total Return,CAGR,Volatility (Ann),Sharpe Ratio,Max Drawdown,Return Skewness,Return Kurtosis,Tracking Error (Ann),Information Ratio,Tax Paid,Realized Losses (All),TLH Losses,Rebal Losses,TLH Event Count,Execution Costs,Tax Alpha 2,Loss Carryforward ST,Loss Carryforward LT,Liquidation NAV,Unrealized Gain ST,Unrealized Gain LT,Liquidation Tax,Liquidation Exec Cost
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Bull Market,Bull (2023–2024),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,993625.720000,-0.006374,-0.033015,0.126983,-0.260000,-0.041768,-0.894800,2.605800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,993483.370000,-5175.720000,0.000000,-1050.000000,1192.350000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1215022.790000,0.215023,0.179038,0.170118,1.052400,-0.172738,0.873700,17.962800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1170320.500000,0.000000,216221.360000,43244.270000,1458.030000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1200457.760000,0.200458,0.167075,0.167948,0.994800,-0.175070,0.792100,18.243200,0.008525,-1.543700,-1050.000000,103798.630000,103798.626242,0.000000,10,2911.660000,-14565.036860,0.000000,0.000000,1138347.930000,231509.680000,74608.360000,60670.540000,1439.290000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1215022.790000,0.215023,0.179038,0.170118,1.052400,-0.172738,0.873700,17.962800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1170320.500000,0.000000,216221.360000,43244.270000,1458.030000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1200457.760000,0.200458,0.167075,0.167948,0.994800,-0.175070,0.792100,18.243200,0.008525,-1.543700,-1050.000000,103798.630000,103798.626242,0.000000,10,2911.660000,-14565.036860,0.000000,0.000000,1138347.930000,231509.680000,74608.360000,60670.540000,1439.290000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1215022.790000,0.215023,0.179038,0.170118,1.052400,-0.172738,0.873700,17.962800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1170320.500000,0.000000,216221.360000,43244.270000,1458.030000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1200457.760000,0.200458,0.167075,0.167948,0.994800,-0.175070,0.792100,18.243200,0.008525,-1.543700,-1050.000000,103798.630000,103798.626242,0.000000,10,2911.660000,-14565.036860,0.000000,0.000000,1138347.930000,231509.680000,74608.360000,60670.540000,1439.290000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1212285.270000,0.212285,0.176791,0.170207,1.038700,-0.172342,0.906100,18.474300,0.000000,0.000000,4494.830298,920.880000,0.000000,920.875512,0,1518.210000,,0.000000,0.000000,1168039.340000,13173.800000,190877.950000,42786.420000,1459.520000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1208315.210000,0.208315,0.173531,0.168734,1.028400,-0.172032,0.842000,18.431400,0.006375,-0.698600,-532.776738,33473.760000,32550.923394,922.837151,4,2061.180000,-3970.062738,0.000000,0.000000,1157039.560000,70030.760000,157780.210000,49826.940000,1448.720000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1216179.170000,0.216179,0.179987,0.170091,1.058200,-0.170911,0.908700,18.513900,0.000000,0.000000,4148.515984,405.820000,0.000000,405.823153,0,1411.310000,,0.000000,0.000000,1169946.470000,18607.300000,191278.790000,44768.310000,1464.390000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1208056.180000,0.208056,0.173319,0.167239,1.036400,-0.170835,0.879800,19.122800,0.009196,-0.855300,-1050.000000,37634.520000,37232.695072,401.822591,4,2042.620000,-8122.987213,0.000000,0.000000,1154357.410000,88441.620000,146444.740000,52250.370000,1448.410000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1217897.220000,0.217897,0.181396,0.168366,1.077400,-0.170122,0.865100,18.248300,0.000000,0.000000,775.299889,0.000000,0.000000,0.000000,0,1249.340000,,0.000000,0.000000,1171909.360000,6560.720000,211146.000000,44525.450000,1462.410000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1203613.010000,0.203613,0.169668,0.166762,1.017400,-0.172859,0.760300,18.404400,0.008287,-1.559900,-1050.000000,104239.390000,104239.386513,0.000000,12,2934.120000,-14284.209964,0.000000,0.000000,1140160.210000,234426.260000,73095.120000,62009.730000,1443.080000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1216314.250000,0.216314,0.180098,0.170510,1.056200,-0.171381,0.927400,18.435700,0.000000,0.000000,4707.691487,397.990000,0.000000,397.990893,0,1406.910000,,0.000000,0.000000,1171327.720000,12486.690000,195757.140000,43521.770000,1464.760000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1206169.400000,0.206169,0.171769,0.167361,1.026300,-0.171236,0.974000,19.558300,0.009744,-0.977700,-662.281968,18376.190000,18376.187337,0.000000,3,1769.970000,-10144.854446,0.000000,0.000000,1155377.230000,54838.860000,157914.220000,49346.030000,1446.140000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1215022.790000,0.215023,0.179038,0.170118,1.052400,-0.172738,0.873700,17.962800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1170320.500000,0.000000,216221.360000,43244.270000,1458.030000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1200457.760000,0.200458,0.167075,0.167948,0.994800,-0.175070,0.792100,18.243200,0.008525,-1.543700,-1050.000000,103798.630000,103798.626242,0.000000,10,2911.660000,-14565.036860,0.000000,0.000000,1138347.930000,231509.680000,74608.360000,60670.540000,1439.290000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1215022.790000,0.215023,0.179038,0.170118,1.052400,-0.172738,0.873700,17.962800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1170320.500000,0.000000,216221.360000,43244.270000,1458.030000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1200457.760000,0.200458,0.167075,0.167948,0.994800,-0.175070,0.792100,18.243200,0.008525,-1.543700,-1050.000000,103798.630000,103798.626242,0.000000,10,2911.660000,-14565.036860,0.000000,0.000000,1138347.930000,231509.680000,74608.360000,60670.540000,1439.290000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1215022.790000,0.215023,0.179038,0.170118,1.052400,-0.172738,0.873700,17.962800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1170320.500000,0.000000,216221.360000,43244.270000,1458.030000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1200457.760000,0.200458,0.167075,0.167948,0.994800,-0.175070,0.792100,18.243200,0.008525,-1.543700,-1050.000000,103798.630000,103798.626242,0.000000,10,2911.660000,-14565.036860,0.000000,0.000000,1138347.930000,231509.680000,74608.360000,60670.540000,1439.290000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1215022.790000,0.215023,0.179038,0.170118,1.052400,-0.172738,0.873700,17.962800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1170320.500000,0.000000,216221.360000,43244.270000,1458.030000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1200457.760000,0.200458,0.167075,0.167948,0.994800,-0.175070,0.792100,18.243200,0.008525,-1.543700,-1050.000000,103798.630000,103798.626242,0.000000,10,2911.660000,-14565.036860,0.000000,0.000000,1138347.930000,231509.680000,74608.360000,60670.540000,1439.290000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1212285.270000,0.212285,0.176791,0.170207,1.038700,-0.172342,0.906100,18.474300,0.000000,0.000000,4494.830298,920.880000,0.000000,920.875512,0,1518.210000,,0.000000,0.000000,1168039.340000,13173.800000,190877.950000,42786.420000,1459.520000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1208315.210000,0.208315,0.173531,0.168734,1.028400,-0.172032,0.842000,18.431400,0.006375,-0.698600,-532.776738,33473.760000,32550.923394,922.837151,4,2061.180000,-3970.062738,0.000000,0.000000,1157039.560000,70030.760000,157780.210000,49826.940000,1448.720000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1216179.170000,0.216179,0.179987,0.170091,1.058200,-0.170911,0.908700,18.513900,0.000000,0.000000,4148.515984,405.820000,0.000000,405.823153,0,1411.310000,,0.000000,0.000000,1169946.470000,18607.300000,191278.790000,44768.310000,1464.390000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1208056.180000,0.208056,0.173319,0.167239,1.036400,-0.170835,0.879800,19.122800,0.009196,-0.855300,-1050.000000,37634.520000,37232.695072,401.822591,4,2042.620000,-8122.987213,0.000000,0.000000,1154357.410000,88441.620000,146444.740000,52250.370000,1448.410000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1217897.220000,0.217897,0.181396,0.168366,1.077400,-0.170122,0.865100,18.248300,0.000000,0.000000,775.299889,0.000000,0.000000,0.000000,0,1249.340000,,0.000000,0.000000,1171909.360000,6560.720000,211146.000000,44525.450000,1462.410000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1203613.010000,0.203613,0.169668,0.166762,1.017400,-0.172859,0.760300,18.404400,0.008287,-1.559900,-1050.000000,104239.390000,104239.386513,0.000000,12,2934.120000,-14284.209964,0.000000,0.000000,1140160.210000,234426.260000,73095.120000,62009.730000,1443.080000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1216314.250000,0.216314,0.180098,0.170510,1.056200,-0.171381,0.927400,18.435700,0.000000,0.000000,4707.691487,397.990000,0.000000,397.990893,0,1406.910000,,0.000000,0.000000,1171327.720000,12486.690000,195757.140000,43521.770000,1464.760000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1206169.400000,0.206169,0.171769,0.167361,1.026300,-0.171236,0.974000,19.558300,0.009744,-0.977700,-662.281968,18376.190000,18376.187337,0.000000,3,1769.970000,-10144.854446,0.000000,0.000000,1155377.230000,54838.860000,157914.220000,49346.030000,1446.140000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1215022.790000,0.215023,0.179038,0.170118,1.052400,-0.172738,0.873700,17.962800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1170320.500000,0.000000,216221.360000,43244.270000,1458.030000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1200457.760000,0.200458,0.167075,0.167948,0.994800,-0.175070,0.792100,18.243200,0.008525,-1.543700,-1050.000000,103798.630000,103798.626242,0.000000,10,2911.660000,-14565.036860,0.000000,0.000000,1138347.930000,231509.680000,74608.360000,60670.540000,1439.290000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1215022.790000,0.215023,0.179038,0.170118,1.052400,-0.172738,0.873700,17.962800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1170320.500000,0.000000,216221.360000,43244.270000,1458.030000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1200457.760000,0.200458,0.167075,0.167948,0.994800,-0.175070,0.792100,18.243200,0.008525,-1.543700,-1050.000000,103798.630000,103798.626242,0.000000,10,2911.660000,-14565.036860,0.000000,0.000000,1138347.930000,231509.680000,74608.360000,60670.540000,1439.290000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1215022.790000,0.215023,0.179038,0.170118,1.052400,-0.172738,0.873700,17.962800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1170320.500000,0.000000,216221.360000,43244.270000,1458.030000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1200457.760000,0.200458,0.167075,0.167948,0.994800,-0.175070,0.792100,18.243200,0.008525,-1.543700,-1050.000000,103798.630000,103798.626242,0.000000,10,2911.660000,-14565.036860,0.000000,0.000000,1138347.930000,231509.680000,74608.360000,60670.540000,1439.290000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1215022.790000,0.215023,0.179038,0.170118,1.052400,-0.172738,0.873700,17.962800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1170320.500000,0.000000,216221.360000,43244.270000,1458.030000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1200457.760000,0.200458,0.167075,0.167948,0.994800,-0.175070,0.792100,18.243200,0.008525,-1.543700,-1050.000000,103798.630000,103798.626242,0.000000,10,2911.660000,-14565.036860,0.000000,0.000000,1138347.930000,231509.680000,74608.360000,60670.540000,1439.290000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1212285.270000,0.212285,0.176791,0.170207,1.038700,-0.172342,0.906100,18.474300,0.000000,0.000000,4494.830298,920.880000,0.000000,920.875512,0,1518.210000,,0.000000,0.000000,1168039.340000,13173.800000,190877.950000,42786.420000,1459.520000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1208315.210000,0.208315,0.173531,0.168734,1.028400,-0.172032,0.842000,18.431400,0.006375,-0.698600,-532.776738,33473.760000,32550.923394,922.837151,4,2061.180000,-3970.062738,0.000000,0.000000,1157039.560000,70030.760000,157780.210000,49826.940000,1448.720000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1216179.170000,0.216179,0.179987,0.170091,1.058200,-0.170911,0.908700,18.513900,0.000000,0.000000,4148.515984,405.820000,0.000000,405.823153,0,1411.310000,,0.000000,0.000000,1169946.470000,18607.300000,191278.790000,44768.310000,1464.390000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1208056.180000,0.208056,0.173319,0.167239,1.036400,-0.170835,0.879800,19.122800,0.009196,-0.855300,-1050.000000,37634.520000,37232.695072,401.822591,4,2042.620000,-8122.987213,0.000000,0.000000,1154357.410000,88441.620000,146444.740000,52250.370000,1448.410000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1217897.220000,0.217897,0.181396,0.168366,1.077400,-0.170122,0.865100,18.248300,0.000000,0.000000,775.299889,0.000000,0.000000,0.000000,0,1249.340000,,0.000000,0.000000,1171909.360000,6560.720000,211146.000000,44525.450000,1462.410000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1203613.010000,0.203613,0.169668,0.166762,1.017400,-0.172859,0.760300,18.404400,0.008287,-1.559900,-1050.000000,104239.390000,104239.386513,0.000000,12,2934.120000,-14284.209964,0.000000,0.000000,1140160.210000,234426.260000,73095.120000,62009.730000,1443.080000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1216314.250000,0.216314,0.180098,0.170510,1.056200,-0.171381,0.927400,18.435700,0.000000,0.000000,4707.691487,397.990000,0.000000,397.990893,0,1406.910000,,0.000000,0.000000,1171327.720000,12486.690000,195757.140000,43521.770000,1464.760000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1206169.400000,0.206169,0.171769,0.167361,1.026300,-0.171236,0.974000,19.558300,0.009744,-0.977700,-662.281968,18376.190000,18376.187337,0.000000,3,1769.970000,-10144.854446,0.000000,0.000000,1155377.230000,54838.860000,157914.220000,49346.030000,1446.140000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1215022.790000,0.215023,0.179038,0.170118,1.052400,-0.172738,0.873700,17.962800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1170320.500000,0.000000,216221.360000,43244.270000,1458.030000
TA MM w Alts - Equity,Equity-Heavy,TA MM w Alts,0.862000,0.929000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1200457.760000,0.200458,0.167075,0.167948,0.994800,-0.175070,0.792100,18.243200,0.008525,-1.543700,-1050.000000,103798.630000,103798.626242,0.000000,10,2911.660000,-14565.036860,0.000000,0.000000,1138347.930000,231509.680000,74608.360000,60670.540000,1439.290000
TA TaxAware ETF - 100-0,Equity-Heavy,TA TaxAware ETF,0.918000,1.000000,Bear Market,Bear (2007–2008),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,639409.220000,-0.360591,-0.200725,0.301827,-0.665000,-0.528123,0.163300,7.677400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,639691.920000,0.000000,-359392.220000,-1050.000000,767.290000
TA TaxAware ETF - 100-0,Equity-Heavy,TA TaxAware ETF,0.918000,1.000000,Bear Market,Bear (2007–2008),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,653800.920000,-0.346199,-0.191762,0.303455,-0.631900,-0.510648,0.232300,8.334900,0.026408,0.321200,-1050.000000,324763.810000,324763.806141,0.000000,23,6200.870000,14391.703794,0.000000,0.000000,653017.620000,38782.510000,-55066.920000,0.000000,783.300000
TA TaxAware ETF - 100-0,Equity-Heavy,TA TaxAware ETF,0.918000,1.000000,Bear Market,Bear (2007–2008),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,639409.220000,-0.360591,-0.200725,0.301827,-0.665000,-0.528123,0.163300,7.677400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,639691.920000,0.000000,-359392.220000,-1050.000000,767.290000
TA TaxAware ETF - 100-0,Equity-Heavy,TA TaxAware ETF,0.918000,1.000000,Bear Market,Bear (2007–2008),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,653800.920000,-0.346199,-0.191762,0.303455,-0.631900,-0.510648,0.232300,8.334900,0.026408,0.321200,-1050.000000,324763.810000,324763.806141,0.000000,23,6200.870000,14391.703794,0.000000,0.000000,653017.620000,38782.510000,-55066.920000,0.000000,783.300000
TA TaxAware ETF - 100-0,Equity-Heavy,TA TaxAware ETF,0.918000,1.000000,Bear Market,Bear (2007–2008),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,639409.220000,-0.360591,-0.200725,0.301827,-0.665000,-0.528123,0.163300,7.677400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,639691.920000,0.000000,-359392.220000,-1050.000000,767.290000
TA TaxAware ETF - 100-0,Equity-Heavy,TA TaxAware ETF,0.918000,1.000000,Bear Market,Bear (2007–2008),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,653800.920000,-0.346199,-0.191762,0.303455,-0.631900,-0.510648,0.232300,8.334900,0.026408,0.321200,-1050.000000,324763.810000,324763.806141,0.000000,23,6200.870000,14391.703794,0.000000,0.000000,653017.620000,38782.510000,-55066.920000,0.000000,783.300000
TA TaxAware ETF - 100-0,Equity-Heavy,TA TaxAware ETF,0.918000,1.000000,Bear Market,Bear (2007–2008),Calendar,Monthly,Off,Monthly Rebal | No TLH,639776.620000,-0.360223,-0.200495,0.303179,-0.661300,-0.528893,0.168000,7.698600,0.000000,0.000000,190.122203,8724.800000,0.000000,8724.803434,0,1476.810000,,0.000000,0.000000,639010.150000,-10710.790000,-343830.000000,0.000000,766.470000
TA TaxAware ETF - 100-0,Equity-Heavy,TA TaxAware ETF,0.918000,1.000000,Bear Market,Bear (2007–2008),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,628061.630000,-0.371938,-0.207863,0.302857,-0.686300,-0.535749,0.108100,7.588200,0.013254,-0.592200,190.122203,340947.540000,278132.650551,62814.885878,74,8760.750000,-11714.992769,0.000000,0.000000,627309.210000,14860.660000,-54205.680000,0.000000,752.410000
TA TaxAware ETF - 100-0,Equity-Heavy,TA TaxAware ETF,0.918000,1.000000,Bear Market,Bear (2007–2008),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,639229.100000,-0.360771,-0.200838,0.302876,-0.663100,-0.528776,0.170300,7.695400,0.000000,0.000000,476.659141,3755.040000,0.000000,3755.042768,0,1343.270000,,0.000000,0.000000,639070.970000,-8281.400000,-350316.620000,-608.420000,766.550000
TA TaxAware ETF - 100-0,Equity-Heavy,TA TaxAware ETF,0.918000,1.000000,Bear Market,Bear (2007–2008),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,642290.330000,-0.357710,-0.198922,0.303601,-0.655200,-0.515333,0.313500,8.295900,0.024470,0.058600,-237.196575,338455.160000,333607.661277,4847.500445,67,8314.180000,3061.231389,0.000000,0.000000,641520.840000,21083.980000,-56239.270000,0.000000,769.490000
TA TaxAware ETF - 100-0,Equity-Heavy,TA TaxAware ETF,0.918000,1.000000,Bear Market,Bear (2007–2008),Calendar,Yearly,Off,Yearly Rebal | No TLH,638127.330000,-0.361873,-0.201528,0.302220,-0.666800,-0.528170,0.160400,7.668900,0.000000,0.000000,1092.353011,0.000000,0.000000,0.000000,0,1250.910000,,0.000000,0.000000,639502.620000,-8712.950000,-353937.470000,-2142.350000,767.060000
TA TaxAware ETF - 100-0,Equity-Heavy,TA TaxAware ETF,0.918000,1.000000,Bear Market,Bear (2007–2008),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,654761.310000,-0.345239,-0.191167,0.303867,-0.629100,-0.509930,0.234400,8.355300,0.026703,0.370000,-1050.000000,322397.540000,322397.540939,0.000000,35,6256.910000,16633.975741,0.000000,0.000000,653976.850000,34311.670000,-55066.920000,0.000000,784.450000
