Portfolio,Category,Model Family,Equity Allocation,Models Coverage,Market Condition,Market State,Rebal Type,Rebal Value,TLH Status,Strategy Label,Final NAV,Total Return,CAGR,Volatility (Ann),Sharpe Ratio,Max Drawdown,Return Skewness,Return Kurtosis,Tracking Error (Ann),Information Ratio,Tax Paid,Realized Losses (All),TLH Losses,Rebal Losses,TLH Event Count,Execution Costs,Tax Alpha 2,Loss Carryforward ST,Loss Carryforward LT,Liquidation NAV,Unrealized Gain ST,Unrealized Gain LT,Liquidation Tax,Liquidation Exec Cost
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,598133.220000,-0.401867,-0.227004,0.317723,-0.714500,-0.549971,-0.022800,6.123300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,598465.460000,0.000000,-400668.220000,-1050.000000,717.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,603851.920000,-0.396148,-0.223310,0.318559,-0.701000,-0.545245,-0.009400,6.252300,0.008419,0.383600,-2100.000000,80196.340000,80196.338882,0.000000,12,2641.530000,5718.706543,8607.201664,0.000000,603128.560000,4525.840000,-319936.050000,0.000000,723.360000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,598133.220000,-0.401867,-0.227004,0.317723,-0.714500,-0.549971,-0.022800,6.123300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,598465.460000,0.000000,-400668.220000,-1050.000000,717.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,603851.920000,-0.396148,-0.223310,0.318559,-0.701000,-0.545245,-0.009400,6.252300,0.008419,0.383600,-2100.000000,80196.340000,80196.338882,0.000000,12,2641.530000,5718.706543,8607.201664,0.000000,603128.560000,4525.840000,-319936.050000,0.000000,723.360000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,598133.220000,-0.401867,-0.227004,0.317723,-0.714500,-0.549971,-0.022800,6.123300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,598465.460000,0.000000,-400668.220000,-1050.000000,717.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,603851.920000,-0.396148,-0.223310,0.318559,-0.701000,-0.545245,-0.009400,6.252300,0.008419,0.383600,-2100.000000,80196.340000,80196.338882,0.000000,12,2641.530000,5718.706543,8607.201664,0.000000,603128.560000,4525.840000,-319936.050000,0.000000,723.360000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Calendar,Monthly,Off,Monthly Rebal | No TLH,595547.640000,-0.404452,-0.228680,0.321438,-0.711400,-0.554000,-0.029700,6.010100,0.000000,0.000000,-720.943039,13912.580000,0.000000,13912.578597,0,1413.510000,,0.000000,0.000000,594834.240000,-7520.760000,-383816.560000,0.000000,713.400000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,597195.060000,-0.402805,-0.227612,0.320741,-0.709600,-0.553725,-0.041200,5.936900,0.006579,0.091900,-2100.000000,101284.500000,92596.268763,8688.227867,63,2464.320000,1647.426059,2832.598171,0.000000,596479.690000,6344.570000,-309236.100000,0.000000,715.370000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,595842.250000,-0.404158,-0.228489,0.321071,-0.711600,-0.553021,-0.032600,6.017900,0.000000,0.000000,-530.333304,3610.210000,0.000000,3610.206279,0,1320.630000,,0.000000,0.000000,595329.700000,-6529.120000,-394630.180000,-201.440000,713.990000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,596626.610000,-0.403373,-0.227980,0.322320,-0.707300,-0.549679,-0.004000,6.139800,0.008406,0.005300,-2100.000000,91574.680000,89771.002427,1803.681565,53,2809.890000,784.358314,9601.759719,0.000000,595911.910000,2191.980000,-314995.820000,0.000000,714.690000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Calendar,Yearly,Off,Yearly Rebal | No TLH,595255.550000,-0.404744,-0.228870,0.319851,-0.715600,-0.552473,-0.028800,6.069300,0.000000,0.000000,286.956900,44.190000,0.000000,44.192607,0,1237.130000,,0.000000,0.000000,595877.850000,-8307.810000,-395732.430000,-1336.960000,714.650000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,600168.500000,-0.399832,-0.225688,0.321361,-0.702300,-0.548559,-0.012800,6.158700,0.009170,0.296500,-2100.000000,94236.360000,94190.872572,45.489549,15,2615.600000,4912.947214,8607.201664,0.000000,599449.550000,12957.170000,-318903.540000,0.000000,718.940000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,595965.890000,-0.404034,-0.228409,0.322197,-0.708900,-0.552802,-0.042100,6.041500,0.000000,0.000000,-15.337783,2484.410000,0.000000,2484.411884,0,1276.240000,,0.000000,0.000000,596285.410000,-11521.860000,-389069.830000,-1034.660000,715.140000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,601799.020000,-0.398201,-0.224634,0.323847,-0.693600,-0.548186,-0.025700,6.138000,0.009252,0.357800,-2100.000000,93531.300000,90980.896899,2550.401226,16,2650.100000,5833.132450,8607.201664,0.000000,601078.120000,10934.730000,-315358.200000,0.000000,720.900000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,599038.650000,-0.400961,-0.226418,0.321645,-0.703900,-0.551089,-0.044500,6.078500,0.000000,0.000000,-838.722380,2396.350000,0.000000,2396.349657,0,1265.990000,,0.000000,0.000000,598532.090000,-7666.210000,-390471.530000,-211.280000,717.840000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bear Market,Bear (2007–2008),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,604650.020000,-0.395350,-0.222796,0.323080,-0.689600,-0.545605,-0.034900,6.178200,0.009105,0.346800,-2100.000000,89352.000000,86923.041085,2428.955296,13,2637.110000,5611.370571,8607.201664,0.000000,603925.700000,11116.030000,-316576.900000,0.000000,724.320000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1113927.200000,0.113927,0.147991,0.116293,1.272600,-0.060515,-0.967700,2.779100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1072296.470000,115125.770000,0.000000,40294.020000,1336.710000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1113927.200000,0.113927,0.147991,0.116293,1.272600,-0.060515,-0.967700,2.779100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1072296.470000,115125.770000,0.000000,40294.020000,1336.710000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1113927.200000,0.113927,0.147991,0.116293,1.272600,-0.060515,-0.967700,2.779100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1072296.470000,115125.770000,0.000000,40294.020000,1336.710000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1113927.200000,0.113927,0.147991,0.116293,1.272600,-0.060515,-0.967700,2.779100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1072296.470000,115125.770000,0.000000,40294.020000,1336.710000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1113927.200000,0.113927,0.147991,0.116293,1.272600,-0.060515,-0.967700,2.779100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1072296.470000,115125.770000,0.000000,40294.020000,1336.710000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1113927.200000,0.113927,0.147991,0.116293,1.272600,-0.060515,-0.967700,2.779100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1072296.470000,115125.770000,0.000000,40294.020000,1336.710000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Calendar,Monthly,Off,Monthly Rebal | No TLH,1113859.080000,0.113859,0.147902,0.116297,1.271800,-0.060614,-0.967800,2.779300,0.000000,0.000000,207.873714,156.590000,0.000000,156.586642,0,1263.220000,,0.000000,0.000000,1072359.330000,114751.050000,0.000000,40162.870000,1336.880000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1113859.080000,0.113859,0.147902,0.116297,1.271800,-0.060614,-0.967800,2.779300,0.000000,0.000000,207.873714,156.590000,0.000000,156.586642,0,1263.220000,0.000000,0.000000,0.000000,1072359.330000,114751.050000,0.000000,40162.870000,1336.880000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1113799.630000,0.113800,0.147823,0.116301,1.271000,-0.060578,-0.967700,2.778700,0.000000,0.000000,114.804096,0.000000,0.000000,0.000000,0,1222.120000,,0.000000,0.000000,1072279.940000,114808.540000,0.000000,40182.990000,1336.700000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1113799.630000,0.113800,0.147823,0.116301,1.271000,-0.060578,-0.967700,2.778700,0.000000,0.000000,114.804096,0.000000,0.000000,0.000000,0,1222.120000,0.000000,0.000000,0.000000,1072279.940000,114808.540000,0.000000,40182.990000,1336.700000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Calendar,Yearly,Off,Yearly Rebal | No TLH,1113927.200000,0.113927,0.147991,0.116293,1.272600,-0.060515,-0.967700,2.779100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1072296.470000,115125.770000,0.000000,40294.020000,1336.710000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1113927.200000,0.113927,0.147991,0.116293,1.272600,-0.060515,-0.967700,2.779100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1072296.470000,115125.770000,0.000000,40294.020000,1336.710000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1113927.200000,0.113927,0.147991,0.116293,1.272600,-0.060515,-0.967700,2.779100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1072296.470000,115125.770000,0.000000,40294.020000,1336.710000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1113927.200000,0.113927,0.147991,0.116293,1.272600,-0.060515,-0.967700,2.779100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1072296.470000,115125.770000,0.000000,40294.020000,1336.710000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1113927.200000,0.113927,0.147991,0.116293,1.272600,-0.060515,-0.967700,2.779100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1072296.470000,115125.770000,0.000000,40294.020000,1336.710000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1113927.200000,0.113927,0.147991,0.116293,1.272600,-0.060515,-0.967700,2.779100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1072296.470000,115125.770000,0.000000,40294.020000,1336.710000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,995632.770000,-0.004367,-0.022716,0.134841,-0.168500,-0.046757,-0.360800,3.377400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,995488.020000,-3168.660000,0.000000,-1050.000000,1194.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,995632.770000,-0.004367,-0.022716,0.134841,-0.168500,-0.046757,-0.360800,3.377400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,995488.020000,-3168.660000,0.000000,-1050.000000,1194.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,995632.770000,-0.004367,-0.022716,0.134841,-0.168500,-0.046757,-0.360800,3.377400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,995488.020000,-3168.660000,0.000000,-1050.000000,1194.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,995632.770000,-0.004367,-0.022716,0.134841,-0.168500,-0.046757,-0.360800,3.377400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,995488.020000,-3168.660000,0.000000,-1050.000000,1194.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,995632.770000,-0.004367,-0.022716,0.134841,-0.168500,-0.046757,-0.360800,3.377400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,995488.020000,-3168.660000,0.000000,-1050.000000,1194.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,995632.770000,-0.004367,-0.022716,0.134841,-0.168500,-0.046757,-0.360800,3.377400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,995488.020000,-3168.660000,0.000000,-1050.000000,1194.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Calendar,Monthly,Off,Monthly Rebal | No TLH,995416.270000,-0.004584,-0.023831,0.134727,-0.176900,-0.046814,-0.354100,3.387700,0.000000,0.000000,68.338641,31.330000,0.000000,31.327859,0,1212.110000,,0.000000,0.000000,995340.030000,-3498.540000,0.000000,-1118.340000,1194.580000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,995416.270000,-0.004584,-0.023831,0.134727,-0.176900,-0.046814,-0.354100,3.387700,0.000000,0.000000,68.338641,31.330000,0.000000,31.327859,0,1212.110000,0.000000,0.000000,0.000000,995340.030000,-3498.540000,0.000000,-1118.340000,1194.580000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,995632.770000,-0.004367,-0.022716,0.134841,-0.168500,-0.046757,-0.360800,3.377400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,995488.020000,-3168.660000,0.000000,-1050.000000,1194.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,995632.770000,-0.004367,-0.022716,0.134841,-0.168500,-0.046757,-0.360800,3.377400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,995488.020000,-3168.660000,0.000000,-1050.000000,1194.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Calendar,Yearly,Off,Yearly Rebal | No TLH,995632.770000,-0.004367,-0.022716,0.134841,-0.168500,-0.046757,-0.360800,3.377400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,995488.020000,-3168.660000,0.000000,-1050.000000,1194.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,995632.770000,-0.004367,-0.022716,0.134841,-0.168500,-0.046757,-0.360800,3.377400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,995488.020000,-3168.660000,0.000000,-1050.000000,1194.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,995632.770000,-0.004367,-0.022716,0.134841,-0.168500,-0.046757,-0.360800,3.377400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,995488.020000,-3168.660000,0.000000,-1050.000000,1194.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,995632.770000,-0.004367,-0.022716,0.134841,-0.168500,-0.046757,-0.360800,3.377400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,995488.020000,-3168.660000,0.000000,-1050.000000,1194.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,995632.770000,-0.004367,-0.022716,0.134841,-0.168500,-0.046757,-0.360800,3.377400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,995488.020000,-3168.660000,0.000000,-1050.000000,1194.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Bull Market,Bull (2023–2024),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,995632.770000,-0.004367,-0.022716,0.134841,-0.168500,-0.046757,-0.360800,3.377400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,995488.020000,-3168.660000,0.000000,-1050.000000,1194.760000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1173277.250000,0.173277,0.144690,0.169909,0.851600,-0.176401,0.668200,17.040900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1136974.150000,0.000000,174475.810000,34895.160000,1407.930000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1171149.770000,0.171150,0.142934,0.172866,0.826900,-0.179359,0.682700,17.456100,0.008644,-0.337500,-1050.000000,120521.970000,120521.970088,0.000000,8,3233.070000,-2127.475739,0.000000,0.000000,1112873.150000,261561.540000,32293.270000,56872.500000,1404.120000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1173277.250000,0.173277,0.144690,0.169909,0.851600,-0.176401,0.668200,17.040900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1136974.150000,0.000000,174475.810000,34895.160000,1407.930000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1171149.770000,0.171150,0.142934,0.172866,0.826900,-0.179359,0.682700,17.456100,0.008644,-0.337500,-1050.000000,120521.970000,120521.970088,0.000000,8,3233.070000,-2127.475739,0.000000,0.000000,1112873.150000,261561.540000,32293.270000,56872.500000,1404.120000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1173277.250000,0.173277,0.144690,0.169909,0.851600,-0.176401,0.668200,17.040900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1136974.150000,0.000000,174475.810000,34895.160000,1407.930000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1171149.770000,0.171150,0.142934,0.172866,0.826900,-0.179359,0.682700,17.456100,0.008644,-0.337500,-1050.000000,120521.970000,120521.970088,0.000000,8,3233.070000,-2127.475739,0.000000,0.000000,1112873.150000,261561.540000,32293.270000,56872.500000,1404.120000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1168421.280000,0.168421,0.140682,0.169821,0.828400,-0.176832,0.697500,17.392500,0.000000,0.000000,4074.097707,737.880000,0.000000,737.883417,0,1466.490000,,0.000000,0.000000,1133376.230000,9086.810000,152288.750000,33638.130000,1406.910000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1180095.790000,0.180096,0.150313,0.170636,0.880900,-0.176320,0.654100,17.242300,0.007390,1.146600,-981.661359,46004.560000,45348.468378,656.091832,7,2301.230000,11674.509622,0.000000,0.000000,1132018.020000,96771.320000,117084.110000,46662.910000,1414.850000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1171163.260000,0.171163,0.142945,0.169735,0.842200,-0.175535,0.701300,17.419700,0.000000,0.000000,3987.482280,251.130000,0.000000,251.132614,0,1386.220000,,0.000000,0.000000,1134873.040000,12341.360000,152802.800000,34880.030000,1410.180000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1175441.390000,0.175441,0.146475,0.169008,0.866700,-0.175139,0.690100,17.801400,0.008714,0.271900,-1050.000000,43250.340000,43002.249245,248.095172,4,2202.320000,4278.131382,0.000000,0.000000,1128032.500000,96424.960000,112387.860000,45999.620000,1409.270000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1172701.240000,0.172701,0.144215,0.168786,0.854400,-0.174769,0.661900,17.150400,0.000000,0.000000,225.170424,0.000000,0.000000,0.000000,0,1229.590000,,0.000000,0.000000,1136252.720000,2256.540000,171256.120000,35041.010000,1407.510000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1171036.780000,0.171037,0.142841,0.171763,0.831600,-0.177667,0.676200,17.569000,0.008598,-0.294800,-1050.000000,118955.870000,118955.869745,0.000000,10,3235.950000,-1664.456069,0.000000,0.000000,1112779.170000,259373.080000,32162.180000,56853.630000,1403.980000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1170992.880000,0.170993,0.142805,0.170147,0.839300,-0.176770,0.685700,17.168700,0.000000,0.000000,5234.093245,36.650000,0.000000,36.648400,0,1341.170000,,0.000000,0.000000,1136297.010000,5077.850000,157535.740000,33284.400000,1411.470000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1176213.450000,0.176213,0.147112,0.171176,0.859400,-0.176278,0.639500,16.686000,0.009515,0.330800,-1050.000000,110487.620000,110446.031699,41.585838,9,3560.660000,5220.571393,0.000000,0.000000,1114659.900000,231303.650000,23067.190000,60143.360000,1410.200000
FFG Qualified - 100-0,Equity-Heavy,FFG Qualified,0.880000,0.820000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1173277.250000,0.173277,0.144690,0.169909,0.851600,-0.176401,0.668200,17.040900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1136974.150000,0.000000,174475.810000,34895.160000,1407.930000
