Portfolio,Category,Model Family,Equity Allocation,Models Coverage,Market Condition,Market State,Rebal Type,Rebal Value,TLH Status,Strategy Label,Final NAV,Total Return,CAGR,Volatility (Ann),Sharpe Ratio,Max Drawdown,Return Skewness,Return Kurtosis,Tracking Error (Ann),Information Ratio,Tax Paid,Realized Losses (All),TLH Losses,Rebal Losses,TLH Event Count,Execution Costs,Tax Alpha 2,Loss Carryforward ST,Loss Carryforward LT,Liquidation NAV,Unrealized Gain ST,Unrealized Gain LT,Liquidation Tax,Liquidation Exec Cost
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Calendar,Monthly,Off,Monthly Rebal | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Calendar,Yearly,Off,Yearly Rebal | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bear Market,Bear (2007–2008),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1066085.020000,0.066085,0.014109,0.026767,0.527100,-0.046721,-0.181300,0.705900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1051349.000000,0.000000,67283.580000,13456.720000,1279.300000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1057854.120000,0.057854,0.012390,0.031322,0.395600,-0.045803,-0.233400,44.632400,0.021958,-0.090400,-1050.000000,15329.900000,15329.900966,0.000000,1,1501.390000,-8230.893919,0.000000,0.000000,1043874.860000,0.000000,73635.410000,12711.100000,1268.160000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1066085.020000,0.066085,0.014109,0.026767,0.527100,-0.046721,-0.181300,0.705900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1051349.000000,0.000000,67283.580000,13456.720000,1279.300000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1057854.120000,0.057854,0.012390,0.031322,0.395600,-0.045803,-0.233400,44.632400,0.021958,-0.090400,-1050.000000,15329.900000,15329.900966,0.000000,1,1501.390000,-8230.893919,0.000000,0.000000,1043874.860000,0.000000,73635.410000,12711.100000,1268.160000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1066085.020000,0.066085,0.014109,0.026767,0.527100,-0.046721,-0.181300,0.705900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1051349.000000,0.000000,67283.580000,13456.720000,1279.300000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1057854.120000,0.057854,0.012390,0.031322,0.395600,-0.045803,-0.233400,44.632400,0.021958,-0.090400,-1050.000000,15329.900000,15329.900966,0.000000,1,1501.390000,-8230.893919,0.000000,0.000000,1043874.860000,0.000000,73635.410000,12711.100000,1268.160000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Calendar,Monthly,Off,Monthly Rebal | No TLH,1066004.280000,0.066004,0.014092,0.026745,0.526900,-0.045296,-0.149100,0.808700,0.000000,0.000000,1219.921361,2713.450000,0.000000,2713.453371,0,1640.760000,,0.000000,0.000000,1051669.910000,1701.640000,62293.330000,13054.240000,1280.130000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1062177.150000,0.062177,0.013294,0.030519,0.435600,-0.044254,-0.416700,42.675400,0.018758,-0.056800,-1605.233843,22525.130000,20907.098522,1618.033056,8,1907.490000,-3827.137807,8990.765052,0.000000,1047339.870000,3473.610000,66531.660000,13562.660000,1274.610000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1066900.070000,0.066900,0.014279,0.026694,0.534900,-0.044506,-0.168800,0.772900,0.000000,0.000000,854.425129,1194.910000,0.000000,1194.907906,0,1453.320000,,0.000000,0.000000,1051958.870000,4271.280000,60842.820000,13660.520000,1280.680000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1059755.350000,0.059755,0.012788,0.032109,0.398300,-0.044569,-0.258600,56.386300,0.022962,-0.076500,-1055.990843,17182.520000,16470.955807,711.566197,3,1757.970000,-7144.719094,9184.657969,0.000000,1045784.970000,3682.220000,66790.300000,12698.680000,1271.700000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Calendar,Yearly,Off,Yearly Rebal | No TLH,1066584.770000,0.066585,0.014213,0.026747,0.531400,-0.045607,-0.172700,0.734900,0.000000,0.000000,268.958992,199.320000,0.000000,199.322404,0,1307.150000,,0.000000,0.000000,1051788.580000,1161.110000,65514.630000,13516.310000,1279.880000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1056496.640000,0.056497,0.012105,0.031811,0.380500,-0.045777,-0.294800,54.572800,0.022609,-0.105000,-1064.745724,24882.410000,24787.920121,94.494222,2,1589.850000,-10088.128347,19346.584366,0.000000,1043209.770000,859.280000,78551.180000,12019.090000,1267.780000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1066085.020000,0.066085,0.014109,0.026767,0.527100,-0.046721,-0.181300,0.705900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1051349.000000,0.000000,67283.580000,13456.720000,1279.300000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1057854.120000,0.057854,0.012390,0.031322,0.395600,-0.045803,-0.233400,44.632400,0.021958,-0.090400,-1050.000000,15329.900000,15329.900966,0.000000,1,1501.390000,-8230.893919,0.000000,0.000000,1043874.860000,0.000000,73635.410000,12711.100000,1268.160000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1066085.020000,0.066085,0.014109,0.026767,0.527100,-0.046721,-0.181300,0.705900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1051349.000000,0.000000,67283.580000,13456.720000,1279.300000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1057854.120000,0.057854,0.012390,0.031322,0.395600,-0.045803,-0.233400,44.632400,0.021958,-0.090400,-1050.000000,15329.900000,15329.900966,0.000000,1,1501.390000,-8230.893919,0.000000,0.000000,1043874.860000,0.000000,73635.410000,12711.100000,1268.160000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1021338.230000,0.021338,0.013257,0.047304,0.280300,-0.052293,-0.213700,1.409700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1015605.260000,0.000000,22536.790000,4507.360000,1225.610000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1021338.230000,0.021338,0.013257,0.047304,0.280300,-0.052293,-0.213700,1.409700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1015605.260000,0.000000,22536.790000,4507.360000,1225.610000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1021338.230000,0.021338,0.013257,0.047304,0.280300,-0.052293,-0.213700,1.409700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1015605.260000,0.000000,22536.790000,4507.360000,1225.610000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1021338.230000,0.021338,0.013257,0.047304,0.280300,-0.052293,-0.213700,1.409700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1015605.260000,0.000000,22536.790000,4507.360000,1225.610000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1021338.230000,0.021338,0.013257,0.047304,0.280300,-0.052293,-0.213700,1.409700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1015605.260000,0.000000,22536.790000,4507.360000,1225.610000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1021338.230000,0.021338,0.013257,0.047304,0.280300,-0.052293,-0.213700,1.409700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1015605.260000,0.000000,22536.790000,4507.360000,1225.610000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Calendar,Monthly,Off,Monthly Rebal | No TLH,1020015.740000,0.020016,0.012438,0.047374,0.262600,-0.052240,-0.196500,1.344400,0.000000,0.000000,716.919891,295.220000,0.000000,295.215853,0,1336.990000,,0.000000,0.000000,1014936.130000,86.770000,19122.590000,3854.890000,1224.720000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1020015.740000,0.020016,0.012438,0.047374,0.262600,-0.052240,-0.196500,1.344400,0.000000,0.000000,716.919891,295.220000,0.000000,295.215853,0,1336.990000,0.000000,0.000000,0.000000,1014936.130000,86.770000,19122.590000,3854.890000,1224.720000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1020215.030000,0.020215,0.012562,0.047382,0.265100,-0.052232,-0.203500,1.368300,0.000000,0.000000,299.517151,69.220000,0.000000,69.220388,0,1263.960000,,0.000000,0.000000,1014845.540000,-35.630000,20787.330000,4144.990000,1224.500000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1020215.030000,0.020215,0.012562,0.047382,0.265100,-0.052232,-0.203500,1.368300,0.000000,0.000000,299.517151,69.220000,0.000000,69.220388,0,1263.960000,0.000000,0.000000,0.000000,1014845.540000,-35.630000,20787.330000,4144.990000,1224.500000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Calendar,Yearly,Off,Yearly Rebal | No TLH,1020496.940000,0.020497,0.012736,0.047325,0.269100,-0.052293,-0.207900,1.385600,0.000000,0.000000,169.805253,0.000000,0.000000,0.000000,0,1219.160000,,0.000000,0.000000,1015015.810000,-158.800000,21559.550000,4256.330000,1224.800000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1020496.940000,0.020497,0.012736,0.047325,0.269100,-0.052293,-0.207900,1.385600,0.000000,0.000000,169.805253,0.000000,0.000000,0.000000,0,1219.160000,0.000000,0.000000,0.000000,1015015.810000,-158.800000,21559.550000,4256.330000,1224.800000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1021338.230000,0.021338,0.013257,0.047304,0.280300,-0.052293,-0.213700,1.409700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1015605.260000,0.000000,22536.790000,4507.360000,1225.610000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1021338.230000,0.021338,0.013257,0.047304,0.280300,-0.052293,-0.213700,1.409700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1015605.260000,0.000000,22536.790000,4507.360000,1225.610000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1021338.230000,0.021338,0.013257,0.047304,0.280300,-0.052293,-0.213700,1.409700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1015605.260000,0.000000,22536.790000,4507.360000,1225.610000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Bull Market,Bull (2023–2024),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1021338.230000,0.021338,0.013257,0.047304,0.280300,-0.052293,-0.213700,1.409700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1015605.260000,0.000000,22536.790000,4507.360000,1225.610000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1066190.900000,0.066191,0.025004,0.043741,0.571600,-0.052293,-0.285100,1.666400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1051433.580000,0.000000,67389.460000,13477.890000,1279.430000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1066190.900000,0.066191,0.025004,0.043741,0.571600,-0.052293,-0.285100,1.666400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1051433.580000,0.000000,67389.460000,13477.890000,1279.430000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1066190.900000,0.066191,0.025004,0.043741,0.571600,-0.052293,-0.285100,1.666400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1051433.580000,0.000000,67389.460000,13477.890000,1279.430000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1066190.900000,0.066191,0.025004,0.043741,0.571600,-0.052293,-0.285100,1.666400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1051433.580000,0.000000,67389.460000,13477.890000,1279.430000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1066190.900000,0.066191,0.025004,0.043741,0.571600,-0.052293,-0.285100,1.666400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1051433.580000,0.000000,67389.460000,13477.890000,1279.430000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1066190.900000,0.066191,0.025004,0.043741,0.571600,-0.052293,-0.285100,1.666400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1051433.580000,0.000000,67389.460000,13477.890000,1279.430000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1061554.360000,0.061554,0.023284,0.043576,0.534300,-0.052240,-0.277500,1.633600,0.000000,0.000000,1709.636412,404.290000,0.000000,404.288715,0,1437.850000,,0.000000,0.000000,1048716.590000,1236.160000,55678.680000,11562.710000,1275.060000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1061554.360000,0.061554,0.023284,0.043576,0.534300,-0.052240,-0.277500,1.633600,0.000000,0.000000,1709.636412,404.290000,0.000000,404.288715,0,1437.850000,0.000000,0.000000,0.000000,1048716.590000,1236.160000,55678.680000,11562.710000,1275.060000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1062027.840000,0.062028,0.023460,0.043595,0.538100,-0.052232,-0.283100,1.651000,0.000000,0.000000,1378.787167,123.470000,0.000000,123.468967,0,1340.480000,,0.000000,0.000000,1048971.130000,815.180000,57508.780000,11780.990000,1275.730000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1062027.840000,0.062028,0.023460,0.043595,0.538100,-0.052232,-0.283100,1.651000,0.000000,0.000000,1378.787167,123.470000,0.000000,123.468967,0,1340.480000,0.000000,0.000000,0.000000,1048971.130000,815.180000,57508.780000,11780.990000,1275.730000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1063000.320000,0.063000,0.023821,0.043593,0.546400,-0.052293,-0.286700,1.653400,0.000000,0.000000,485.239617,0.000000,0.000000,0.000000,0,1246.400000,,0.000000,0.000000,1049138.300000,347.450000,62322.180000,12586.040000,1275.980000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1063000.320000,0.063000,0.023821,0.043593,0.546400,-0.052293,-0.286700,1.653400,0.000000,0.000000,485.239617,0.000000,0.000000,0.000000,0,1246.400000,0.000000,0.000000,0.000000,1049138.300000,347.450000,62322.180000,12586.040000,1275.980000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1064552.870000,0.064553,0.024397,0.043637,0.559100,-0.052293,-0.286600,1.685400,0.000000,0.000000,1788.382597,0.000000,0.000000,0.000000,0,1276.420000,,0.000000,0.000000,1051538.110000,-135.330000,58811.090000,11735.150000,1279.610000
FFG Qualified - 0-100,Fixed Income-Heavy,FFG Qualified,0.000000,0.450000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1064552.870000,0.064553,0.024397,0.043637,0.559100,-0.052293,-0.286600,1.685400,0.000000,0.000000,1788.382597,0.000000,0.000000,0.000000,0,1276.420000,0.000000,0.000000,0.000000,1051538.110000,-135.330000,58811.090000,11735.150000,1279.610000
