Portfolio,Category,Model Family,Equity Allocation,Models Coverage,Market Condition,Market State,Rebal Type,Rebal Value,TLH Status,Strategy Label,Final NAV,Total Return,CAGR,Volatility (Ann),Sharpe Ratio,Max Drawdown,Return Skewness,Return Kurtosis,Tracking Error (Ann),Information Ratio,Tax Paid,Realized Losses (All),TLH Losses,Rebal Losses,TLH Event Count,Execution Costs,Tax Alpha 2,Loss Carryforward ST,Loss Carryforward LT,Liquidation NAV,Unrealized Gain ST,Unrealized Gain LT,Liquidation Tax,Liquidation Exec Cost
FFG Taxable High - 20-80,Fixed Income-Heavy,FFG Taxable High,0.200000,0.750000,Past 20 Years,Past 20Y (2006–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1029034.750000,0.029035,0.032723,0.051079,0.640600,-0.061936,0.368200,9.756800,0.000000,0.000000,589.038424,422.950000,0.000000,422.952668,0,1333.020000,,0.000000,0.000000,1017476.930000,29492.220000,0.000000,10322.280000,1235.550000
FFG Taxable High - 20-80,Fixed Income-Heavy,FFG Taxable High,0.200000,0.750000,Past 20 Years,Past 20Y (2006–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1030811.520000,0.030812,0.034729,0.050968,0.681400,-0.061852,0.357700,9.699500,0.001942,0.315200,-1050.000000,6123.610000,5713.079821,410.528212,2,1444.020000,1776.770596,0.000000,0.000000,1017527.400000,34747.190000,0.000000,12048.410000,1235.710000
FFG Taxable High - 20-80,Fixed Income-Heavy,FFG Taxable High,0.200000,0.750000,Past 20 Years,Past 20Y (2006–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1029876.000000,0.029876,0.033673,0.051038,0.659800,-0.061743,0.371200,9.786000,0.000000,0.000000,619.088246,50.260000,0.000000,50.255178,0,1294.190000,,0.000000,0.000000,1018132.250000,30020.450000,0.000000,10507.160000,1236.590000
FFG Taxable High - 20-80,Fixed Income-Heavy,FFG Taxable High,0.200000,0.750000,Past 20 Years,Past 20Y (2006–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1027913.800000,0.027914,0.031457,0.050608,0.621600,-0.062218,0.314100,9.679500,0.002643,-1.366100,-1050.000000,10172.450000,10119.859714,52.587021,4,1489.750000,-1962.194127,0.000000,0.000000,1015707.820000,35632.390000,0.000000,10973.740000,1232.240000
FFG Taxable High - 20-80,Fixed Income-Heavy,FFG Taxable High,0.200000,0.750000,Past 20 Years,Past 20Y (2006–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1029920.510000,0.029921,0.033723,0.050408,0.669000,-0.060718,0.258500,8.742000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1017792.930000,31119.070000,0.000000,10891.670000,1235.900000
FFG Taxable High - 20-80,Fixed Income-Heavy,FFG Taxable High,0.200000,0.750000,Past 20 Years,Past 20Y (2006–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1030027.840000,0.030028,0.033844,0.050908,0.664800,-0.061542,0.261100,8.790700,0.002840,-0.448700,-1050.000000,27554.610000,27554.607079,0.000000,9,1707.820000,107.333020,0.000000,0.000000,1017003.080000,58240.270000,0.000000,11789.980000,1234.770000
FFG Taxable High - 20-80,Fixed Income-Heavy,FFG Taxable High,0.200000,0.750000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1029920.510000,0.029921,0.033723,0.050408,0.669000,-0.060718,0.258500,8.742000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1017792.930000,31119.070000,0.000000,10891.670000,1235.900000
FFG Taxable High - 20-80,Fixed Income-Heavy,FFG Taxable High,0.200000,0.750000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1030027.840000,0.030028,0.033844,0.050908,0.664800,-0.061542,0.261100,8.790700,0.002840,-0.448700,-1050.000000,27554.610000,27554.607079,0.000000,9,1707.820000,107.333020,0.000000,0.000000,1017003.080000,58240.270000,0.000000,11789.980000,1234.770000
FFG Taxable High - 20-80,Fixed Income-Heavy,FFG Taxable High,0.200000,0.750000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1029920.510000,0.029921,0.033723,0.050408,0.669000,-0.060718,0.258500,8.742000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1017792.930000,31119.070000,0.000000,10891.670000,1235.900000
FFG Taxable High - 20-80,Fixed Income-Heavy,FFG Taxable High,0.200000,0.750000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1030027.840000,0.030028,0.033844,0.050908,0.664800,-0.061542,0.261100,8.790700,0.002840,-0.448700,-1050.000000,27554.610000,27554.607079,0.000000,9,1707.820000,107.333020,0.000000,0.000000,1017003.080000,58240.270000,0.000000,11789.980000,1234.770000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Calendar,Monthly,Off,Monthly Rebal | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Calendar,Yearly,Off,Yearly Rebal | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bear Market,Bear (2007–2008),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1124906.050000,0.124906,0.076572,0.089426,0.856300,-0.077673,-0.693800,53.428700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1098335.240000,0.000000,126104.610000,25220.920000,1349.890000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1069716.600000,0.069717,0.012057,0.025996,0.463800,-0.050842,-0.038800,1.899300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1054249.910000,0.000000,70915.160000,14183.030000,1283.660000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1069716.600000,0.069717,0.012057,0.025996,0.463800,-0.050842,-0.038800,1.899300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1054249.910000,0.000000,70915.160000,14183.030000,1283.660000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1069716.600000,0.069717,0.012057,0.025996,0.463800,-0.050842,-0.038800,1.899300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1054249.910000,0.000000,70915.160000,14183.030000,1283.660000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1069716.600000,0.069717,0.012057,0.025996,0.463800,-0.050842,-0.038800,1.899300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1054249.910000,0.000000,70915.160000,14183.030000,1283.660000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1069716.600000,0.069717,0.012057,0.025996,0.463800,-0.050842,-0.038800,1.899300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1054249.910000,0.000000,70915.160000,14183.030000,1283.660000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1069716.600000,0.069717,0.012057,0.025996,0.463800,-0.050842,-0.038800,1.899300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1054249.910000,0.000000,70915.160000,14183.030000,1283.660000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Calendar,Monthly,Off,Monthly Rebal | No TLH,1068676.170000,0.068676,0.011882,0.025823,0.460100,-0.050776,-0.039600,1.890200,0.000000,0.000000,285.546494,623.700000,0.000000,623.701028,0,1410.390000,,0.000000,0.000000,1053521.230000,180.850000,69045.740000,13872.450000,1282.490000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1068676.170000,0.068676,0.011882,0.025823,0.460100,-0.050776,-0.039600,1.890200,0.000000,0.000000,285.546494,623.700000,0.000000,623.701028,0,1410.390000,0.000000,0.000000,0.000000,1053521.230000,180.850000,69045.740000,13872.450000,1282.490000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1068866.930000,0.068867,0.011914,0.025817,0.461500,-0.050759,-0.039100,1.891000,0.000000,0.000000,280.644628,282.320000,0.000000,282.316051,0,1341.020000,,0.000000,0.000000,1053706.150000,239.950000,68970.760000,13878.090000,1282.690000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1068866.930000,0.068867,0.011914,0.025817,0.461500,-0.050759,-0.039100,1.891000,0.000000,0.000000,280.644628,282.320000,0.000000,282.316051,0,1341.020000,0.000000,0.000000,0.000000,1053706.150000,239.950000,68970.760000,13878.090000,1282.690000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Calendar,Yearly,Off,Yearly Rebal | No TLH,1069020.310000,0.069020,0.011940,0.025837,0.462100,-0.050592,-0.040100,1.891100,0.000000,0.000000,217.563837,75.700000,0.000000,75.697080,0,1271.360000,,0.000000,0.000000,1053795.900000,139.020000,69446.040000,13941.600000,1282.810000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1069020.310000,0.069020,0.011940,0.025837,0.462100,-0.050592,-0.040100,1.891100,0.000000,0.000000,217.563837,75.700000,0.000000,75.697080,0,1271.360000,0.000000,0.000000,0.000000,1053795.900000,139.020000,69446.040000,13941.600000,1282.810000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1069716.600000,0.069717,0.012057,0.025996,0.463800,-0.050842,-0.038800,1.899300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1054249.910000,0.000000,70915.160000,14183.030000,1283.660000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1069716.600000,0.069717,0.012057,0.025996,0.463800,-0.050842,-0.038800,1.899300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1054249.910000,0.000000,70915.160000,14183.030000,1283.660000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1069716.600000,0.069717,0.012057,0.025996,0.463800,-0.050842,-0.038800,1.899300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1054249.910000,0.000000,70915.160000,14183.030000,1283.660000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1069716.600000,0.069717,0.012057,0.025996,0.463800,-0.050842,-0.038800,1.899300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1054249.910000,0.000000,70915.160000,14183.030000,1283.660000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1008537.970000,0.008538,0.005317,0.036103,0.147300,-0.043277,-0.039300,0.714000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1005380.420000,0.000000,9736.530000,1947.310000,1210.250000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1008537.970000,0.008538,0.005317,0.036103,0.147300,-0.043277,-0.039300,0.714000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1005380.420000,0.000000,9736.530000,1947.310000,1210.250000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1008537.970000,0.008538,0.005317,0.036103,0.147300,-0.043277,-0.039300,0.714000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1005380.420000,0.000000,9736.530000,1947.310000,1210.250000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1008537.970000,0.008538,0.005317,0.036103,0.147300,-0.043277,-0.039300,0.714000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1005380.420000,0.000000,9736.530000,1947.310000,1210.250000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1008537.970000,0.008538,0.005317,0.036103,0.147300,-0.043277,-0.039300,0.714000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1005380.420000,0.000000,9736.530000,1947.310000,1210.250000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1008537.970000,0.008538,0.005317,0.036103,0.147300,-0.043277,-0.039300,0.714000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1005380.420000,0.000000,9736.530000,1947.310000,1210.250000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Calendar,Monthly,Off,Monthly Rebal | No TLH,1008483.760000,0.008484,0.005283,0.036192,0.146000,-0.043243,-0.036300,0.710800,0.000000,0.000000,114.850884,153.660000,0.000000,153.661266,0,1311.350000,,0.000000,0.000000,1005377.900000,-30.120000,9530.590000,1895.580000,1210.290000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1008483.760000,0.008484,0.005283,0.036192,0.146000,-0.043243,-0.036300,0.710800,0.000000,0.000000,114.850884,153.660000,0.000000,153.661266,0,1311.350000,0.000000,0.000000,0.000000,1005377.900000,-30.120000,9530.590000,1895.580000,1210.290000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1008577.700000,0.008578,0.005342,0.036185,0.147600,-0.043189,-0.037400,0.709100,0.000000,0.000000,91.924821,64.000000,0.000000,64.000341,0,1262.700000,,0.000000,0.000000,1005445.070000,-41.290000,9683.490000,1922.250000,1210.390000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1008577.700000,0.008578,0.005342,0.036185,0.147600,-0.043189,-0.037400,0.709100,0.000000,0.000000,91.924821,64.000000,0.000000,64.000341,0,1262.700000,0.000000,0.000000,0.000000,1005445.070000,-41.290000,9683.490000,1922.250000,1210.390000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Calendar,Yearly,Off,Yearly Rebal | No TLH,1008433.920000,0.008434,0.005252,0.036119,0.145400,-0.043277,-0.037900,0.707900,0.000000,0.000000,102.093021,0.000000,0.000000,0.000000,0,1221.290000,,0.000000,0.000000,1005339.060000,-56.710000,9522.320000,1884.620000,1210.240000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1008433.920000,0.008434,0.005252,0.036119,0.145400,-0.043277,-0.037900,0.707900,0.000000,0.000000,102.093021,0.000000,0.000000,0.000000,0,1221.290000,0.000000,0.000000,0.000000,1005339.060000,-56.710000,9522.320000,1884.620000,1210.240000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1008537.970000,0.008538,0.005317,0.036103,0.147300,-0.043277,-0.039300,0.714000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1005380.420000,0.000000,9736.530000,1947.310000,1210.250000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1008537.970000,0.008538,0.005317,0.036103,0.147300,-0.043277,-0.039300,0.714000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1005380.420000,0.000000,9736.530000,1947.310000,1210.250000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1008537.970000,0.008538,0.005317,0.036103,0.147300,-0.043277,-0.039300,0.714000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1005380.420000,0.000000,9736.530000,1947.310000,1210.250000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Bull Market,Bull (2023–2024),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1008537.970000,0.008538,0.005317,0.036103,0.147300,-0.043277,-0.039300,0.714000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1005380.420000,0.000000,9736.530000,1947.310000,1210.250000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1022832.060000,0.022832,0.008737,0.034542,0.252900,-0.043277,-0.382900,2.782600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1016798.540000,0.000000,24030.620000,4806.120000,1227.400000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1022832.060000,0.022832,0.008737,0.034542,0.252900,-0.043277,-0.382900,2.782600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1016798.540000,0.000000,24030.620000,4806.120000,1227.400000
FFG Taxable Medium - 0-100,Fixed Income-Heavy,FFG Taxable Medium,0.000000,0.480000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1022832.060000,0.022832,0.008737,0.034542,0.252900,-0.043277,-0.382900,2.782600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1016798.540000,0.000000,24030.620000,4806.120000,1227.400000
